order_id,line_no,product_id,unit_price,quantity,discount
100062,4,8,4.28,1,0.03
100062,5,78,10.37,1,0.03
100062,6,76,25.77,2,0.0
100062,7,23,23.12,2,0.1
100063,1,27,10.17,3,0.1
100063,2,50,11.5,2,0.05
100063,3,75,17.81,6,0.0
100064,1,92,25.58,4,0.2
100064,2,112,79.44,7,0.1
100064,3,40,23.08,2,0.15
100065,1,45,11.05,4,0.05
100065,2,71,7.33,1,0.0
100066,1,116,39.47,4,0.05
100066,2,80,22.09,5,0.1
100066,3,81,22.56,5,0.0
100066,4,108,40.15,4,0.0
100066,5,45,10.87,3,0.05
100066,6,84,16.04,3,0.03
100066,7,60,12.56,4,0.0
100067,1,116,34.73,1,0.0
100067,2,71,7.45,13,0.0
100067,3,54,27.27,4,0.0
100068,1,45,10.78,5,0.0
100069,1,71,7.49,4,0.0
100069,2,91,18.93,5,0.05
100070,1,113,10.23,4,0.0
100070,2,24,53.22,4,0.05
100070,3,12,93.59,2,0.0
100070,4,58,9.35,3,0.0
100070,5,27,9.33,5,0.0
100070,6,108,35.88,7,0.0
100070,7,77,36.02,5,0.0
100071,1,40,25.42,3,0.0
100071,2,80,22.01,3,0.05
100071,3,6,11.54,4,0.1
100071,4,30,4.77,4,0.1
100072,1,82,7.04,2,0.0
100072,2,113,9.31,4,0.0
100072,3,40,23.14,2,0.0
100072,4,59,23.61,1,0.0
100073,1,116,33.67,1,0.0
100073,2,9,23.59,3,0.0
100073,3,53,25.51,8,0.0
100074,1,100,50.31,5,0.0
100074,2,66,7.85,4,0.05
100075,1,110,25.07,3,0.1
100075,2,60,12.07,2,0.05
100075,3,98,11.78,9,0.0
100075,4,104,27.95,2,0.0
100075,5,7,13.07,1,0.0
100075,6,117,9.06,3,0.0
100076,1,6,10.17,1,0.15
100076,2,76,22.64,1,0.1
100076,3,52,44.58,4,0.03
100076,4,79,20.56,2,0.0
100077,1,8,5.28,4,0.0
100077,2,81,29.77,4,0.03
100078,1,12,90.41,2,0.0
100078,2,45,11.92,4,0.1
100078,3,65,13.28,5,0.03
100078,4,37,18.18,4,0.0
100078,5,108,40.83,4,0.15
100079,1,101,23.96,4,0.0
100079,2,15,11.31,8,0.1
100079,3,65,13.61,3,0.0
100079,4,87,27.15,3,0.15
100079,5,71,7.16,9,0.0
100080,1,108,36.63,4,0.0
100081,1,71,6.86,1,0.0
100081,2,88,33.41,3,0.0
100081,3,41,47.6,4,0.15
100082,1,24,45.18,7,0.2
100082,2,51,44.33,3,0.0
100083,1,44,18.34,4,0.05
100083,2,106,19.73,9,0.0
100083,3,60,11.63,3,0.0
100083,4,117,9.08,3,0.0
100084,1,24,45.47,2,0.05
100084,2,83,33.22,2,0.05
100084,3,78,8.94,7,0.03
100085,1,110,26.22,9,0.1
100085,2,80,23.81,3,0.0
100085,3,53,24.98,3,0.0
100086,1,45,11.2,5,0.0
100086,2,71,8.36,6,0.0
100086,3,32,19.64,3,0.0
100086,4,79,19.81,5,0.0
100086,5,107,42.42,4,0.0
100087,1,117,9.13,1,0.15
100087,2,43,37.36,3,0.0
100087,3,79,21.19,1,0.15
100087,4,45,12.55,4,0.03
100088,1,76,19.58,4,0.0
100089,1,110,23.45,4,0.2
100089,2,92,29.18,7,0.0
100089,3,45,11.44,1,0.05
100090,1,24,42.41,11,0.0
100091,1,65,12.52,4,0.2
100091,2,71,8.09,1,0.1
100091,3,108,35.7,5,0.0
100091,4,80,25.32,4,0.05
100092,1,76,24.64,1,0.0
100092,2,110,26.94,17,0.0
100092,3,106,22.74,8,0.1
100093,1,32,16.23,6,0.0
100093,2,110,24.76,2,0.0
100094,1,98,12.74,1,0.05
100094,2,24,44.05,5,0.03
100094,3,40,24.75,1,0.0
100095,1,49,26.58,4,0.0
100096,1,87,24.78,6,0.05
100096,2,68,29.55,5,0.03
100097,1,94,32.06,5,0.0
100097,2,58,7.87,2,0.1
100097,3,101,21.57,2,0.05
100097,4,63,41.92,7,0.0
100097,5,15,10.42,2,0.03
100097,6,100,60.01,5,0.1
100098,1,26,13.06,5,0.05
100098,2,10,56.76,7,0.0
100098,3,118,20.65,1,0.0
100098,4,87,28.78,5,0.0
100098,5,116,44.22,8,0.0
100099,1,116,38.8,5,0.0
100099,2,75,17.48,2,0.0
100099,3,85,26.89,1,0.2
100100,1,6,10.9,6,0.05
100100,2,71,7.82,2,0.15
100100,3,26,15.75,9,0.1
100101,1,23,20.5,4,0.05
100101,2,103,27.25,4,0.0
100101,3,85,27.14,3,0.0
100101,4,83,33.17,6,0.0
100101,5,33,9.82,7,0.0
100102,1,95,20.2,2,0.05
100102,2,24,48.42,1,0.0
100102,3,13,40.41,4,0.0
100102,4,105,6.0,6,0.1
100102,5,81,22.64,3,0.0
100103,1,106,18.73,5,0.03
100103,2,82,5.04,4,0.03
100104,1,60,13.39,4,0.15
100104,2,76,26.3,6,0.1
100104,3,97,13.93,3,0.0
100104,4,87,26.03,3,0.0
100104,5,53,23.23,4,0.03
100104,6,40,26.31,4,0.0
100104,7,71,7.29,6,0.05
100104,8,31,4.62,1,0.05
100105,1,8,4.95,2,0.0
100105,2,113,10.21,10,0.1
100105,3,71,7.29,4,0.0
100105,4,110,25.94,2,0.0
100106,1,64,22.72,5,0.1
100106,2,45,11.92,6,0.05
100106,3,53,25.97,4,0.03
100106,4,108,39.29,5,0.05
100107,1,113,9.63,2,0.03
100107,2,45,11.28,8,0.2
100107,3,116,41.14,1,0.05
100107,4,82,7.23,12,0.0
100108,1,72,7.74,6,0.05
100108,2,107,41.21,4,0.0
100108,3,88,36.96,3,0.0
100108,4,78,10.16,2,0.0
100109,1,23,22.55,3,0.05
100109,2,15,10.73,6,0.0
100109,3,83,29.93,2,0.0
100109,4,112,80.47,3,0.05
100109,5,38,28.9,6,0.0
100110,1,69,4.49,7,0.0
100110,2,44,15.03,7,0.0
100110,3,90,48.92,3,0.0
100110,4,20,31.8,1,0.05
100110,5,49,22.52,6,0.0
100111,1,108,36.37,6,0.0
100111,2,70,10.51,5,0.1
100111,3,104,23.66,3,0.1
100111,4,107,38.99,2,0.0
100112,1,82,6.52,4,0.2
100112,2,89,15.82,2,0.0
100112,3,90,52.1,1,0.15
100112,4,76,21.1,1,0.0
100113,1,81,21.15,4,0.0
100113,2,97,13.86,3,0.0
100114,1,81,26.74,9,0.0
100114,2,44,15.35,4,0.05
100115,1,88,29.62,4,0.0
100115,2,37,19.83,3,0.0
100115,3,45,12.85,3,0.1
100115,4,21,28.45,3,0.05
100115,5,23,24.75,7,0.0
100116,1,93,23.91,1,0.1
100116,2,44,14.1,2,0.0
100116,3,27,8.4,5,0.0
100116,4,99,29.04,1,0.0
100117,1,40,25.18,3,0.15
100117,2,8,4.77,8,0.0
100117,3,63,40.22,5,0.1
100117,4,11,33.79,1,0.0
100117,5,72,7.36,2,0.0
100117,6,37,17.04,2,0.1
100117,7,82,7.18,7,0.0
100118,1,9,25.67,2,0.05
100118,2,110,28.85,5,0.0
100118,3,15,10.96,3,0.0
100118,4,24,50.56,5,0.1
100118,5,58,7.2,11,0.0
100118,6,105,5.54,6,0.0
100119,1,34,28.76,4,0.0
100120,1,24,50.35,4,0.1
100120,2,108,36.18,2,0.1
100121,1,83,34.56,4,0.05
100121,2,99,24.18,7,0.0
100121,3,58,6.81,6,0.0
100121,4,40,25.62,4,0.0
100122,1,14,26.01,2,0.0
100123,1,85,26.96,4,0.0
100123,2,115,34.59,6,0.0
100123,3,15,11.96,3,0.0
100124,1,76,24.48,7,0.0
100124,2,116,39.46,7,0.0
100125,1,110,23.25,2,0.1
100125,2,85,29.85,5,0.15
100126,1,23,21.49,2,0.0
100126,2,71,7.62,1,0.0
100126,3,94,29.56,4,0.0
100126,4,57,51.49,5,0.0
100127,1,94,30.93,2,0.03
100127,2,81,23.55,5,0.05
100127,3,58,8.1,4,0.1
100128,1,117,9.79,6,0.0
100128,2,76,24.71,3,0.0
100129,1,67,34.01,1,0.0
100129,2,95,18.4,4,0.0
100129,3,87,29.33,1,0.1
100129,4,71,7.73,3,0.03
100129,5,51,49.37,2,0.05
100130,1,33,11.13,5,0.1
100130,2,79,22.49,7,0.05
100130,3,22,18.85,6,0.03
100131,1,103,30.0,5,0.0
100131,2,76,25.8,7,0.0
100131,3,109,3.4,9,0.1
100132,1,68,26.78,3,0.0
100132,2,71,8.41,2,0.0
100132,3,72,8.31,2,0.0
100133,1,65,12.6,12,0.03
100133,2,60,13.61,9,0.15
100133,3,66,8.24,8,0.0
100133,4,112,81.09,4,0.1
100134,1,46,16.34,4,0.0
100134,2,60,11.83,3,0.1
100135,1,8,4.99,8,0.03
100135,2,98,13.02,3,0.0
100135,3,34,22.24,4,0.0
100135,4,105,5.86,1,0.0
100135,5,45,11.29,3,0.0
100135,6,50,10.87,1,0.0
100136,1,2,29.38,2,0.0
100136,2,112,83.95,1,0.0
100136,3,111,90.75,1,0.1
100136,4,84,15.54,6,0.05
100137,1,53,25.08,3,0.0
100137,2,116,33.51,6,0.0
100137,3,117,9.2,9,0.0
100138,1,26,15.71,4,0.1
100138,2,76,23.37,8,0.0
100138,3,72,8.74,2,0.1
100138,4,45,10.83,6,0.05
100138,5,1,29.97,4,0.2
100139,1,68,24.27,1,0.0
100139,2,51,48.84,14,0.1
100139,3,105,5.58,11,0.0
100139,4,87,28.82,4,0.0
100140,1,45,11.81,3,0.0
100140,2,32,18.82,5,0.03
100140,3,76,21.83,4,0.1
100141,1,90,54.63,1,0.0
100141,2,54,20.91,9,0.05
100142,1,94,29.53,7,0.0
100142,2,67,35.59,3,0.0
100143,1,94,34.15,7,0.0
100143,2,82,6.25,6,0.0
100144,1,99,28.48,1,0.0
100144,2,112,75.1,2,0.15
100144,3,23,24.01,2,0.05
100145,1,78,10.0,7,0.0
100146,1,97,16.82,3,0.0
100146,2,24,53.19,3,0.15
100147,1,71,7.09,4,0.03
100147,2,16,4.6,4,0.0
100147,3,65,12.55,12,0.0
100148,1,118,19.72,4,0.0
100148,2,27,9.2,5,0.0
100148,3,110,23.65,3,0.15
100148,4,71,6.72,4,0.0
100149,1,118,23.47,1,0.2
100149,2,45,10.43,3,0.0
100150,1,34,22.01,1,0.0
100150,2,19,27.42,4,0.0
100150,3,53,25.86,1,0.0
100150,4,18,16.54,3,0.0
100151,1,34,25.32,4,0.0
100152,1,72,8.86,12,0.03
100152,2,60,12.96,6,0.0
100152,3,87,29.77,2,0.1
100153,1,27,9.27,10,0.2
100153,2,89,18.12,7,0.0
100153,3,83,32.09,2,0.0
100154,1,68,25.92,3,0.05
100154,2,80,23.66,6,0.2
100154,3,110,22.92,7,0.03
100154,4,81,22.83,3,0.1
100154,5,75,18.42,5,0.0
100155,1,99,25.21,9,0.2
100155,2,83,30.91,3,0.05
100155,3,8,5.93,5,0.05
100155,4,93,23.8,2,0.0
100155,5,60,13.84,5,0.0
100156,1,72,8.21,8,0.0
100156,2,35,33.87,4,0.1
100156,3,92,25.13,2,0.05
100156,4,56,27.43,7,0.03
100157,1,110,24.76,1,0.05
100157,2,56,29.29,3,0.05
100157,3,58,8.7,7,0.2
100158,1,14,28.36,7,0.0
100158,2,8,5.19,4,0.0
100158,3,58,8.12,4,0.0
100158,4,100,63.65,3,0.0
100159,1,113,9.31,1,0.0
100159,2,65,12.53,4,0.0
100159,3,41,46.86,5,0.0
100159,4,24,47.02,3,0.0
100159,5,14,20.81,13,0.0
100159,6,106,20.33,3,0.0
100160,1,106,20.37,3,0.15
100160,2,45,11.36,5,0.05
100160,3,66,7.79,5,0.05
100161,1,105,5.16,7,0.0
100161,2,11,37.15,2,0.05
100161,3,67,31.83,4,0.1
100162,1,17,16.36,2,0.0
100162,2,25,11.17,1,0.03
100162,3,79,18.71,3,0.05
100163,1,105,4.83,2,0.15
100163,2,2,26.23,4,0.0
100164,1,37,18.15,1,0.1
100164,2,53,21.64,3,0.1
100164,3,45,12.68,1,0.0
100165,1,110,25.0,3,0.15
100165,2,89,17.59,2,0.0
100165,3,53,25.09,4,0.03
100165,4,60,11.59,3,0.0
100166,1,62,38.08,2,0.05
100166,2,112,79.09,4,0.0
100166,3,30,4.95,4,0.0
100166,4,16,4.9,2,0.0
100167,1,3,67.25,2,0.15
100167,2,66,7.54,3,0.05
100168,1,27,9.23,4,0.1
100168,2,83,33.33,4,0.0
100168,3,45,12.52,5,0.05
100168,4,24,46.21,1,0.0
100168,5,97,13.85,11,0.0
100168,6,30,4.93,3,0.0
100169,1,45,10.98,2,0.03
100169,2,30,5.3,6,0.03
100169,3,22,15.69,2,0.0
100169,4,82,6.78,5,0.0
100169,5,114,26.91,2,0.0
100169,6,3,57.1,1,0.0
100170,1,81,25.47,2,0.05
100170,2,85,24.73,6,0.05
100171,1,117,8.79,3,0.05
100171,2,87,28.15,5,0.0
100171,3,112,81.58,4,0.03
100172,1,79,16.02,7,0.0
100172,2,107,40.15,7,0.0
100172,3,97,12.84,1,0.0
100172,4,34,20.73,1,0.0
100172,5,14,27.13,2,0.0
100173,1,11,37.91,6,0.0
100173,2,79,16.65,3,0.0
100173,3,32,18.5,3,0.0
100173,4,45,12.78,3,0.0
100173,5,60,9.86,5,0.1
100173,6,14,24.65,3,0.05
100174,1,76,21.74,4,0.0
100174,2,101,25.67,6,0.0
100174,3,120,5.26,1,0.0
100175,1,82,6.01,1,0.03
100175,2,44,17.07,3,0.05
100175,3,116,42.94,7,0.0
100175,4,85,31.47,6,0.1
100175,5,53,21.6,2,0.0
100176,1,53,26.94,1,0.0
100176,2,33,9.9,4,0.0
100177,1,107,42.63,7,0.05
100177,2,15,11.32,3,0.05
100177,3,71,7.15,11,0.05
100177,4,90,52.24,6,0.0
100178,1,116,41.74,1,0.0
100178,2,58,6.65,3,0.0
100178,3,34,28.34,1,0.0
100179,1,17,15.24,2,0.0
100179,2,76,27.26,7,0.15
100180,1,65,10.82,4,0.05
100180,2,13,36.02,2,0.0
100180,3,81,24.32,1,0.0
100181,1,104,30.42,5,0.1
100181,2,56,30.13,7,0.0
100182,1,65,10.38,5,0.05
100182,2,51,49.56,1,0.1
100182,3,67,25.86,7,0.0
100182,4,79,18.29,3,0.0
100183,1,75,18.09,1,0.05
100183,2,31,5.53,2,0.0
100183,3,69,4.02,7,0.0
100183,4,81,24.14,2,0.0
100183,5,33,11.95,2,0.0
100183,6,97,15.64,2,0.0
100184,1,81,27.19,3,0.0
100184,2,66,7.84,6,0.0
100185,1,8,4.54,5,0.0
100186,1,31,4.77,4,0.0
100186,2,24,52.19,5,0.05
100186,3,45,11.06,4,0.0
100186,4,104,22.74,5,0.05
100187,1,59,20.07,2,0.0
100187,2,76,23.67,2,0.05
100187,3,80,27.46,1,0.03
100188,1,19,27.32,5,0.1
100188,2,116,43.91,8,0.0
100188,3,24,50.89,10,0.1
100189,1,58,8.64,2,0.0
100189,2,116,38.28,5,0.05
100189,3,108,40.17,5,0.0
100189,4,72,9.16,4,0.1
100189,5,93,24.83,3,0.05
100189,6,10,55.92,3,0.1
100189,7,26,14.34,2,0.05
100189,8,105,5.46,4,0.05
100190,1,58,7.79,6,0.0
100190,2,56,27.07,4,0.03
100190,3,25,11.84,5,0.1
100190,4,110,23.31,10,0.0
100191,1,43,39.92,8,0.0
100191,2,116,34.76,3,0.0
100191,3,16,5.49,5,0.0
100192,1,79,18.86,2,0.0
100192,2,107,41.78,8,0.05
100192,3,97,14.78,7,0.05
100192,4,110,26.08,2,0.15
100193,1,13,41.7,3,0.0
100194,1,110,27.44,4,0.0
100195,1,72,8.73,1,0.03
100195,2,83,34.5,2,0.0
100195,3,76,22.11,3,0.0
100196,1,97,15.97,4,0.15
100196,2,78,9.73,6,0.0
100196,3,105,5.97,7,0.0
100196,4,76,24.12,2,0.0
100197,1,97,16.11,7,0.15
100197,2,64,25.3,4,0.05
100198,1,54,23.13,6,0.0
100198,2,23,24.45,5,0.05
100198,3,82,6.55,6,0.15
100198,4,45,12.76,2,0.03
100198,5,51,46.84,4,0.0
100199,1,116,40.27,2,0.0
100199,2,24,46.0,5,0.0
100199,3,65,10.06,3,0.05
100200,1,116,38.71,3,0.1
100200,2,105,5.58,6,0.05
100200,3,108,35.21,1,0.1
100201,1,101,24.13,1,0.0
100201,2,95,17.77,4,0.05
100201,3,15,9.88,7,0.0
100202,1,24,49.63,3,0.05
100202,2,97,14.31,4,0.0
100202,3,21,26.05,14,0.1
100203,1,96,76.42,4,0.15
100203,2,81,25.29,3,0.1
100203,3,78,9.0,2,0.05
100203,4,82,5.74,5,0.1
100204,1,65,10.17,1,0.0
100205,1,75,18.36,3,0.0
100205,2,60,11.0,3,0.1
100205,3,69,3.8,3,0.0
100206,1,89,13.65,1,0.0
100206,2,45,10.39,3,0.0
100206,3,58,7.67,4,0.0
100207,1,83,25.93,4,0.0
100207,2,40,22.45,4,0.0
100207,3,72,8.44,1,0.0
100207,4,101,27.64,3,0.05
100207,5,67,32.38,3,0.0
100207,6,89,17.41,3,0.1
100207,7,44,14.93,1,0.0
100207,8,36,33.36,16,0.0
100208,1,53,22.43,3,0.0
100208,2,85,28.92,1,0.1
100208,3,83,32.89,5,0.0
100209,1,71,7.24,3,0.05
100209,2,51,42.21,7,0.0
100209,3,65,11.48,3,0.0
100209,4,25,12.58,2,0.0
100210,1,81,22.59,11,0.1
100210,2,38,23.96,2,0.0
100210,3,58,7.95,3,0.0
100211,1,110,27.33,4,0.0
100211,2,2,29.07,3,0.0
100211,3,113,9.45,5,0.0
100211,4,97,13.86,3,0.0
100211,5,5,26.87,10,0.05
100212,1,50,10.89,2,0.2
100212,2,110,25.14,2,0.0
100212,3,104,25.87,14,0.0
100212,4,97,15.65,1,0.0
100213,1,76,24.37,1,0.03
100214,1,15,10.9,7,0.0
100214,2,98,10.79,8,0.1
100214,3,65,10.99,6,0.0
100214,4,68,21.94,7,0.0
100215,1,112,82.76,3,0.0
100215,2,37,19.51,6,0.15
100215,3,60,12.18,5,0.05
100215,4,110,23.17,4,0.0
100216,1,110,25.72,3,0.0
100216,2,94,29.95,4,0.05
100216,3,24,50.55,7,0.1
100217,1,79,21.71,15,0.1
100218,1,27,9.48,4,0.0
100218,2,45,11.16,5,0.1
100218,3,80,25.42,5,0.0
100219,1,76,23.4,6,0.0
100220,1,81,26.6,3,0.1
100220,2,94,28.3,6,0.03
100220,3,41,52.27,2,0.0
100220,4,26,15.7,2,0.0
100221,1,53,24.22,4,0.0
100221,2,107,43.55,2,0.03
100222,1,37,20.6,6,0.03
100222,2,54,28.44,5,0.0
100222,3,47,19.51,6,0.05
100223,1,113,10.36,2,0.0
100223,2,110,27.77,4,0.05
100223,3,15,10.95,6,0.05
100224,1,71,6.46,3,0.0
100224,2,45,11.87,3,0.0
100224,3,116,42.18,2,0.05
100225,1,87,27.17,3,0.0
100225,2,34,27.43,10,0.0
100225,3,14,24.94,2,0.0
100225,4,24,48.25,4,0.0
100225,5,80,23.23,4,0.05
100225,6,92,29.99,7,0.05
100226,1,82,6.16,1,0.0
100226,2,114,26.46,2,0.15
100226,3,72,8.03,13,0.0
100227,1,53,22.98,3,0.03
100227,2,82,6.8,6,0.05
100227,3,51,47.44,3,0.0
100227,4,54,24.43,4,0.03
100227,5,17,15.72,3,0.05
100228,1,107,39.88,2,0.0
100228,2,91,16.31,5,0.1
100228,3,44,14.61,1,0.2
100228,4,113,10.81,3,0.1
100228,5,60,12.81,8,0.05
100229,1,50,10.56,4,0.0
100229,2,94,33.32,9,0.1
100229,3,33,12.19,6,0.0
100229,4,79,19.5,6,0.0
100230,1,51,48.24,4,0.0
100230,2,106,20.61,2,0.0
100230,3,102,22.81,5,0.0
100230,4,60,12.89,6,0.05
100230,5,45,13.0,4,0.15
100231,1,116,38.14,3,0.05
100231,2,110,26.23,3,0.0
100232,1,71,6.77,3,0.0
100233,1,45,11.43,3,0.0
100233,2,76,25.09,3,0.05
100233,3,14,26.22,5,0.0
100234,1,80,20.54,6,0.2
100234,2,81,27.14,3,0.0
100234,3,71,7.38,4,0.0
100234,4,106,20.1,9,0.05
100234,5,14,28.05,1,0.0
100235,1,92,25.22,3,0.1
100235,2,91,21.45,2,0.0
100236,1,101,25.63,3,0.2
100236,2,110,24.69,3,0.0
100236,3,100,61.18,3,0.0
100236,4,117,7.93,6,0.0
100236,5,83,32.03,2,0.1
100237,1,94,28.41,2,0.0
100237,2,100,54.03,4,0.0
100237,3,79,16.77,3,0.0
100237,4,65,11.22,3,0.05
100237,5,67,27.53,7,0.05
100238,1,23,20.7,3,0.0
100238,2,76,25.58,2,0.0
100238,3,54,21.26,4,0.0
100238,4,60,11.43,1,0.1
