order_id,line_no,customer_id,company_name,order_date,order_month,country,city,customer_type,product_id,product_name,category_id,category_name,quantity,unit_price,discount,line_value,shipping_cost
100011,1,437,West Group 00437,2023-01-02,2023-01,Poland,Lodz,online,25,Imported Popcorn 025,11,Snacks,5,12.16,0.0,60.8,16.02
100011,2,437,West Group 00437,2023-01-02,2023-01,Poland,Lodz,online,79,Golden Candy 079,6,Confections,2,20.07,0.0,40.14,16.02
100011,3,437,West Group 00437,2023-01-02,2023-01,Poland,Lodz,online,94,Imported Basil 094,9,Spices,1,29.05,0.03,28.18,16.02
100012,1,326,Blue Partners 00326,2023-01-02,2023-01,Poland,Poznan,wholesale,76,Smoked Pizza 076,10,Frozen Foods,13,23.1,0.0,300.3,31.21
100012,2,326,Blue Partners 00326,2023-01-02,2023-01,Poland,Poznan,wholesale,58,Sweet Cheese 058,2,Dairy,5,7.55,0.05,35.86,31.21
100012,3,326,Blue Partners 00326,2023-01-02,2023-01,Poland,Poznan,wholesale,92,Family Tea 092,1,Beverages,6,24.59,0.0,147.54,31.21
100013,1,22,Alfa Gourmet 00022,2023-01-02,2023-01,USA,New York,horeca,33,Imported Pasta 033,8,Grains,2,12.24,0.0,24.48,9.9
100013,2,22,Alfa Gourmet 00022,2023-01-02,2023-01,USA,New York,horeca,110,Classic Butter 110,2,Dairy,5,27.41,0.1,123.35,9.9
100013,3,22,Alfa Gourmet 00022,2023-01-02,2023-01,USA,New York,horeca,107,Craft Cinnamon 107,9,Spices,4,40.39,0.03,156.71,9.9
100013,4,22,Alfa Gourmet 00022,2023-01-02,2023-01,USA,New York,horeca,75,Fresh Muffin 075,5,Bakery,2,16.01,0.0,32.02,9.9
100014,1,439,Fresh Group 00439,2023-01-02,2023-01,Germany,Berlin,online,71,Traditional Yogurt 071,2,Dairy,5,6.51,0.1,29.3,11.06
100014,2,439,Fresh Group 00439,2023-01-02,2023-01,Germany,Berlin,online,53,Organic Cheese 053,2,Dairy,2,22.89,0.0,45.78,11.06
100015,1,353,Alfa Distribution 00353,2023-01-02,2023-01,Czech Republic,Pilsen,online,58,Sweet Cheese 058,2,Dairy,5,6.81,0.1,30.64,22.2
100015,2,353,Alfa Distribution 00353,2023-01-02,2023-01,Czech Republic,Pilsen,online,5,Salted Nuts 005,11,Snacks,10,24.35,0.05,231.32,22.2
100015,3,353,Alfa Distribution 00353,2023-01-02,2023-01,Czech Republic,Pilsen,online,63,Classic Basil 063,9,Spices,6,37.66,0.0,225.96,22.2
100015,4,353,Alfa Distribution 00353,2023-01-02,2023-01,Czech Republic,Pilsen,online,25,Imported Popcorn 025,11,Snacks,2,11.89,0.0,23.78,22.2
100015,5,353,Alfa Distribution 00353,2023-01-02,2023-01,Czech Republic,Pilsen,online,94,Imported Basil 094,9,Spices,8,29.64,0.0,237.12,22.2
100016,1,34,Euro Cafe 00034,2023-01-02,2023-01,Canada,Vancouver,horeca,83,Salted Coffee 083,1,Beverages,10,31.58,0.1,284.22,44.1
100016,2,34,Euro Cafe 00034,2023-01-02,2023-01,Canada,Vancouver,horeca,108,Sweet Soap 108,12,Household,5,37.53,0.03,182.02,44.1
100016,3,34,Euro Cafe 00034,2023-01-02,2023-01,Canada,Vancouver,horeca,9,Imported Coffee 009,1,Beverages,3,24.67,0.0,74.01,44.1
100017,1,49,Gamma Foods 00049,2023-01-03,2023-01,Canada,Montreal,horeca,71,Traditional Yogurt 071,2,Dairy,2,6.89,0.15,11.71,29.53
100017,2,49,Gamma Foods 00049,2023-01-03,2023-01,Canada,Montreal,horeca,97,Golden Cream 097,2,Dairy,10,14.54,0.0,145.4,29.53
100017,3,49,Gamma Foods 00049,2023-01-03,2023-01,Canada,Montreal,horeca,106,Craft Flour 106,8,Grains,1,22.5,0.0,22.5,29.53
100017,4,49,Gamma Foods 00049,2023-01-03,2023-01,Canada,Montreal,horeca,20,Dried Oats 020,8,Grains,11,31.4,0.0,345.4,29.53
100018,1,37,North Gourmet 00037,2023-01-03,2023-01,Spain,Valencia,horeca,104,Craft Popcorn 104,11,Snacks,4,23.34,0.0,93.36,10.03
100018,2,37,North Gourmet 00037,2023-01-03,2023-01,Spain,Valencia,horeca,81,Sweet Coffee 081,1,Beverages,3,27.32,0.0,81.96,10.03
100018,3,37,North Gourmet 00037,2023-01-03,2023-01,Spain,Valencia,horeca,101,Traditional Cheese 101,2,Dairy,2,24.88,0.0,49.76,10.03
100018,4,37,North Gourmet 00037,2023-01-03,2023-01,Spain,Valencia,horeca,79,Golden Candy 079,6,Confections,5,18.36,0.15,78.03,10.03
100019,1,142,Beta Deli 00142,2023-01-03,2023-01,Czech Republic,Brno,online,32,Salted Candy 032,6,Confections,6,19.55,0.05,111.44,37.88
100019,2,142,Beta Deli 00142,2023-01-03,2023-01,Czech Republic,Brno,online,71,Traditional Yogurt 071,2,Dairy,3,7.13,0.1,19.25,37.88
100019,3,142,Beta Deli 00142,2023-01-03,2023-01,Czech Republic,Brno,online,88,Sweet Caramel 088,6,Confections,1,40.39,0.15,34.33,37.88
100019,4,142,Beta Deli 00142,2023-01-03,2023-01,Czech Republic,Brno,online,108,Sweet Soap 108,12,Household,4,37.66,0.2,120.51,37.88
100019,5,142,Beta Deli 00142,2023-01-03,2023-01,Czech Republic,Brno,online,45,Traditional Croissant 045,5,Bakery,3,13.06,0.1,35.26,37.88
100020,1,23,Baltic Kitchen 00023,2023-01-03,2023-01,USA,Chicago,horeca,87,Natural Muffin 087,5,Bakery,4,26.86,0.1,96.7,10.17
100020,2,23,Baltic Kitchen 00023,2023-01-03,2023-01,USA,Chicago,horeca,52,Natural Bags 052,12,Household,3,48.9,0.0,146.7,10.17
100021,1,73,Central Trading 00073,2023-01-03,2023-01,USA,Denver,distributor,71,Traditional Yogurt 071,2,Dairy,6,6.91,0.0,41.46,34.0
100021,2,73,Central Trading 00073,2023-01-03,2023-01,USA,Denver,distributor,3,Natural Cleaner 003,12,Household,5,55.11,0.0,275.55,34.0
100021,3,73,Central Trading 00073,2023-01-03,2023-01,USA,Denver,distributor,72,Sweet Cleaner 072,12,Household,1,9.78,0.1,8.8,34.0
100022,1,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,65,Premium Paprika 065,9,Spices,15,10.38,0.03,151.03,26.69
100022,2,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,118,Family Potato 118,7,Produce,5,19.48,0.1,87.66,26.69
100022,3,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,40,Smoked Cereal 040,8,Grains,3,28.57,0.05,81.42,26.69
100022,4,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,116,Classic Chicken 116,4,Meat,5,39.71,0.05,188.62,26.69
100022,5,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,31,Golden Pretzels 031,11,Snacks,4,5.35,0.0,21.4,26.69
100022,6,159,Global Deli 00159,2023-01-03,2023-01,United Kingdom,Liverpool,online,98,Local Rice 098,8,Grains,1,12.31,0.1,11.08,26.69
100023,1,470,East Foods 00470,2023-01-03,2023-01,USA,Chicago,retail,81,Sweet Coffee 081,1,Beverages,8,26.15,0.15,177.82,14.98
100023,2,470,East Foods 00470,2023-01-03,2023-01,USA,Chicago,retail,45,Traditional Croissant 045,5,Bakery,6,12.04,0.0,72.24,14.98
100023,3,470,East Foods 00470,2023-01-03,2023-01,USA,Chicago,retail,40,Smoked Cereal 040,8,Grains,4,24.41,0.0,97.64,14.98
100024,1,223,Silver Foods 00223,2023-01-03,2023-01,Germany,Berlin,wholesale,114,Classic Oregano 114,9,Spices,2,25.74,0.03,49.94,15.62
100025,1,477,Prime Gourmet 00477,2023-01-03,2023-01,Germany,Cologne,wholesale,80,Classic Butter 080,2,Dairy,3,23.84,0.15,60.79,23.51
100026,1,288,Delta Partners 00288,2023-01-03,2023-01,Italy,Florence,wholesale,32,Salted Candy 032,6,Confections,4,16.39,0.05,62.28,3.94
100026,2,288,Delta Partners 00288,2023-01-03,2023-01,Italy,Florence,wholesale,81,Sweet Coffee 081,1,Beverages,3,23.67,0.05,67.46,3.94
100026,3,288,Delta Partners 00288,2023-01-03,2023-01,Italy,Florence,wholesale,45,Traditional Croissant 045,5,Bakery,12,13.58,0.0,162.96,3.94
100027,1,119,Green Kitchen 00119,2023-01-03,2023-01,Italy,Milan,wholesale,71,Traditional Yogurt 071,2,Dairy,2,7.23,0.15,12.29,23.9
100027,2,119,Green Kitchen 00119,2023-01-03,2023-01,Italy,Milan,wholesale,72,Sweet Cleaner 072,12,Household,11,8.35,0.0,91.85,23.9
100027,3,119,Green Kitchen 00119,2023-01-03,2023-01,Italy,Milan,wholesale,10,Imported Pizza 010,10,Frozen Foods,5,54.44,0.0,272.2,23.9
100027,4,119,Green Kitchen 00119,2023-01-03,2023-01,Italy,Milan,wholesale,14,Natural Soap 014,12,Household,3,26.13,0.0,78.39,23.9
100028,1,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,89,Sweet Flour 089,8,Grains,1,18.0,0.1,16.2,49.77
100028,2,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,112,Traditional Napkins 112,12,Household,5,90.16,0.15,383.18,49.77
100028,3,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,108,Sweet Soap 108,12,Household,3,40.92,0.0,122.76,49.77
100028,4,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,13,Classic Tuna 013,3,Seafood,4,39.6,0.03,153.65,49.77
100028,5,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,15,Natural Soap 015,12,Household,4,11.15,0.1,40.14,49.77
100028,6,462,Urban Stores 00462,2023-01-04,2023-01,Spain,Barcelona,wholesale,97,Golden Cream 097,2,Dairy,2,14.33,0.0,28.66,49.77
100029,1,95,East Trading 00095,2023-01-04,2023-01,Italy,Florence,online,110,Classic Butter 110,2,Dairy,4,26.19,0.0,104.76,33.33
100029,2,95,East Trading 00095,2023-01-04,2023-01,Italy,Florence,online,116,Classic Chicken 116,4,Meat,6,38.63,0.05,220.19,33.33
100029,3,95,East Trading 00095,2023-01-04,2023-01,Italy,Florence,online,97,Golden Cream 097,2,Dairy,1,14.85,0.03,14.4,33.33
100029,4,95,East Trading 00095,2023-01-04,2023-01,Italy,Florence,online,101,Traditional Cheese 101,2,Dairy,3,26.16,0.0,78.48,33.33
100030,1,394,Blue Group 00394,2023-01-04,2023-01,Canada,Calgary,wholesale,24,Premium Ham 024,4,Meat,6,47.87,0.0,287.22,26.56
100030,2,394,Blue Group 00394,2023-01-04,2023-01,Canada,Calgary,wholesale,81,Sweet Coffee 081,1,Beverages,5,23.39,0.05,111.1,26.56
100030,3,394,Blue Group 00394,2023-01-04,2023-01,Canada,Calgary,wholesale,54,Organic Cereal 054,8,Grains,6,22.42,0.0,134.52,26.56
100030,4,394,Blue Group 00394,2023-01-04,2023-01,Canada,Calgary,wholesale,7,Fresh Napkins 007,12,Household,7,14.32,0.0,100.24,26.56
100030,5,394,Blue Group 00394,2023-01-04,2023-01,Canada,Calgary,wholesale,75,Fresh Muffin 075,5,Bakery,6,18.9,0.0,113.4,26.56
100031,1,189,East Stores 00189,2023-01-04,2023-01,France,Lyon,online,70,Natural Cereal 070,8,Grains,9,12.24,0.15,93.64,21.33
100032,1,286,Nova Trading 00286,2023-01-04,2023-01,Spain,Bilbao,wholesale,49,Organic Soda 049,1,Beverages,3,27.99,0.0,83.97,10.53
100032,2,286,Nova Trading 00286,2023-01-04,2023-01,Spain,Bilbao,wholesale,110,Classic Butter 110,2,Dairy,2,26.42,0.0,52.84,10.53
100032,3,286,Nova Trading 00286,2023-01-04,2023-01,Spain,Bilbao,wholesale,85,Sweet Coffee 085,1,Beverages,3,28.08,0.05,80.03,10.53
100033,1,160,Amber Restaurant 00160,2023-01-04,2023-01,United Kingdom,Manchester,retail,45,Traditional Croissant 045,5,Bakery,3,12.22,0.1,32.99,16.83
100033,2,160,Amber Restaurant 00160,2023-01-04,2023-01,United Kingdom,Manchester,retail,114,Classic Oregano 114,9,Spices,3,26.27,0.1,70.93,16.83
100033,3,160,Amber Restaurant 00160,2023-01-04,2023-01,United Kingdom,Manchester,retail,81,Sweet Coffee 081,1,Beverages,4,27.02,0.1,97.27,16.83
100033,4,160,Amber Restaurant 00160,2023-01-04,2023-01,United Kingdom,Manchester,retail,72,Sweet Cleaner 072,12,Household,2,8.65,0.15,14.7,16.83
100034,1,307,Amber Supplies 00307,2023-01-04,2023-01,USA,Boston,horeca,81,Sweet Coffee 081,1,Beverages,4,25.45,0.2,81.44,14.6
100035,1,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,116,Classic Chicken 116,4,Meat,3,36.97,0.05,105.36,27.27
100035,2,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,75,Fresh Muffin 075,5,Bakery,10,18.24,0.0,182.4,27.27
100035,3,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,53,Organic Cheese 053,2,Dairy,4,23.5,0.0,94.0,27.27
100035,4,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,113,Smoked Apple 113,7,Produce,2,9.63,0.2,15.41,27.27
100035,5,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,85,Sweet Coffee 085,1,Beverages,3,30.04,0.0,90.12,27.27
100035,6,406,Alfa Stores 00406,2023-01-04,2023-01,United Kingdom,Liverpool,retail,37,Smoked Pretzels 037,11,Snacks,3,16.5,0.05,47.02,27.27
100036,1,380,Prime Gourmet 00380,2023-01-04,2023-01,Netherlands,Rotterdam,online,52,Natural Bags 052,12,Household,2,40.49,0.0,80.98,13.46
100036,2,380,Prime Gourmet 00380,2023-01-04,2023-01,Netherlands,Rotterdam,online,109,Smoked Nuts 109,11,Snacks,2,3.87,0.15,6.58,13.46
100036,3,380,Prime Gourmet 00380,2023-01-04,2023-01,Netherlands,Rotterdam,online,89,Sweet Flour 089,8,Grains,5,14.81,0.15,62.94,13.46
100037,1,76,East Wholesale 00076,2023-01-04,2023-01,Spain,Bilbao,online,17,Organic Juice 017,1,Beverages,4,17.21,0.03,66.77,14.19
100037,2,76,East Wholesale 00076,2023-01-04,2023-01,Spain,Bilbao,online,44,Traditional Basil 044,9,Spices,6,14.39,0.1,77.71,14.19
100037,3,76,East Wholesale 00076,2023-01-04,2023-01,Spain,Bilbao,online,97,Golden Cream 097,2,Dairy,6,13.99,0.05,79.74,14.19
100038,1,37,North Gourmet 00037,2023-01-04,2023-01,Spain,Valencia,horeca,19,Organic Soda 019,1,Beverages,9,27.41,0.0,246.69,32.74
100038,2,37,North Gourmet 00037,2023-01-04,2023-01,Spain,Valencia,horeca,3,Natural Cleaner 003,12,Household,4,62.13,0.0,248.52,32.74
100038,3,37,North Gourmet 00037,2023-01-04,2023-01,Spain,Valencia,horeca,68,Traditional Rice 068,8,Grains,6,30.66,0.0,183.96,32.74
100039,1,212,Green Partners 00212,2023-01-04,2023-01,France,Paris,online,84,Dried Paprika 084,9,Spices,4,14.48,0.0,57.92,19.44
100039,2,212,Green Partners 00212,2023-01-04,2023-01,France,Paris,online,71,Traditional Yogurt 071,2,Dairy,5,6.46,0.0,32.3,19.44
100039,3,212,Green Partners 00212,2023-01-04,2023-01,France,Paris,online,8,Dried Juice 008,1,Beverages,2,5.44,0.0,10.88,19.44
100040,1,239,Nova Wholesale 00239,2023-01-05,2023-01,Canada,Toronto,online,104,Craft Popcorn 104,11,Snacks,9,27.26,0.0,245.34,7.88
100040,2,239,Nova Wholesale 00239,2023-01-05,2023-01,Canada,Toronto,online,80,Classic Butter 080,2,Dairy,2,24.84,0.0,49.68,7.88
100040,3,239,Nova Wholesale 00239,2023-01-05,2023-01,Canada,Toronto,online,49,Organic Soda 049,1,Beverages,7,26.29,0.0,184.03,7.88
100041,1,371,Urban Restaurant 00371,2023-01-05,2023-01,France,Paris,wholesale,67,Golden Biscuit 067,6,Confections,1,29.61,0.1,26.65,31.04
100041,2,371,Urban Restaurant 00371,2023-01-05,2023-01,France,Paris,wholesale,5,Salted Nuts 005,11,Snacks,1,24.94,0.0,24.94,31.04
100041,3,371,Urban Restaurant 00371,2023-01-05,2023-01,France,Paris,wholesale,43,Classic Cod 043,3,Seafood,12,35.66,0.0,427.92,31.04
100041,4,371,Urban Restaurant 00371,2023-01-05,2023-01,France,Paris,wholesale,15,Natural Soap 015,12,Household,6,11.86,0.0,71.16,31.04
100041,5,371,Urban Restaurant 00371,2023-01-05,2023-01,France,Paris,wholesale,82,Local Potato 082,7,Produce,5,7.47,0.0,37.35,31.04
100042,1,76,East Wholesale 00076,2023-01-05,2023-01,Spain,Bilbao,online,99,Traditional Caramel 099,6,Confections,3,27.85,0.0,83.55,18.33
100042,2,76,East Wholesale 00076,2023-01-05,2023-01,Spain,Bilbao,online,24,Premium Ham 024,4,Meat,3,49.33,0.03,143.55,18.33
100043,1,72,Beta Cafe 00072,2023-01-05,2023-01,France,Paris,online,15,Natural Soap 015,12,Household,3,11.07,0.0,33.21,13.3
100043,2,72,Beta Cafe 00072,2023-01-05,2023-01,France,Paris,online,27,Imported Oats 027,8,Grains,2,7.11,0.03,13.79,13.3
100043,3,72,Beta Cafe 00072,2023-01-05,2023-01,France,Paris,online,45,Traditional Croissant 045,5,Bakery,6,12.54,0.15,63.95,13.3
100043,4,72,Beta Cafe 00072,2023-01-05,2023-01,France,Paris,online,67,Golden Biscuit 067,6,Confections,1,30.85,0.0,30.85,13.3
100043,5,72,Beta Cafe 00072,2023-01-05,2023-01,France,Paris,online,14,Natural Soap 014,12,Household,3,22.71,0.0,68.13,13.3
100044,1,349,Central Cafe 00349,2023-01-05,2023-01,Poland,Lodz,wholesale,3,Natural Cleaner 003,12,Household,3,60.18,0.0,180.54,29.46
100044,2,349,Central Cafe 00349,2023-01-05,2023-01,Poland,Lodz,wholesale,80,Classic Butter 080,2,Dairy,2,25.11,0.0,50.22,29.46
100045,1,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,32,Salted Candy 032,6,Confections,1,20.31,0.0,20.31,9.56
100045,2,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,71,Traditional Yogurt 071,2,Dairy,3,7.04,0.0,21.12,9.56
100045,3,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,106,Craft Flour 106,8,Grains,5,20.14,0.0,100.7,9.56
100045,4,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,104,Craft Popcorn 104,11,Snacks,10,24.54,0.0,245.4,9.56
100045,5,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,45,Traditional Croissant 045,5,Bakery,4,11.79,0.0,47.16,9.56
100045,6,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,39,Premium Herring 039,3,Seafood,4,131.61,0.15,447.47,9.56
100045,7,320,Royal Kitchen 00320,2023-01-05,2023-01,Italy,Florence,retail,83,Salted Coffee 083,1,Beverages,5,26.98,0.05,128.16,9.56
100046,1,235,Amber Wholesale 00235,2023-01-05,2023-01,Italy,Turin,retail,113,Smoked Apple 113,7,Produce,5,9.38,0.03,45.49,21.09
100046,2,235,Amber Wholesale 00235,2023-01-05,2023-01,Italy,Turin,retail,97,Golden Cream 097,2,Dairy,6,15.3,0.05,87.21,21.09
100046,3,235,Amber Wholesale 00235,2023-01-05,2023-01,Italy,Turin,retail,27,Imported Oats 027,8,Grains,2,9.62,0.0,19.24,21.09
100046,4,235,Amber Wholesale 00235,2023-01-05,2023-01,Italy,Turin,retail,63,Classic Basil 063,9,Spices,3,35.64,0.03,103.71,21.09
100047,1,251,Delta Partners 00251,2023-01-05,2023-01,United Kingdom,Bristol,horeca,79,Golden Candy 079,6,Confections,1,19.14,0.0,19.14,9.9
100047,2,251,Delta Partners 00251,2023-01-05,2023-01,United Kingdom,Bristol,horeca,113,Smoked Apple 113,7,Produce,3,10.48,0.05,29.87,9.9
100047,3,251,Delta Partners 00251,2023-01-05,2023-01,United Kingdom,Bristol,horeca,75,Fresh Muffin 075,5,Bakery,5,19.43,0.1,87.44,9.9
100047,4,251,Delta Partners 00251,2023-01-05,2023-01,United Kingdom,Bristol,horeca,25,Imported Popcorn 025,11,Snacks,4,12.2,0.0,48.8,9.9
100048,1,15,Urban Restaurant 00015,2023-01-05,2023-01,Spain,Seville,horeca,27,Imported Oats 027,8,Grains,7,8.77,0.0,61.39,19.76
100048,2,15,Urban Restaurant 00015,2023-01-05,2023-01,Spain,Seville,horeca,45,Traditional Croissant 045,5,Bakery,6,12.52,0.0,75.12,19.76
100049,1,250,Beta Market 00250,2023-01-05,2023-01,Czech Republic,Pilsen,wholesale,56,Smoked Popcorn 056,11,Snacks,1,26.37,0.05,25.05,28.41
100049,2,250,Beta Market 00250,2023-01-05,2023-01,Czech Republic,Pilsen,wholesale,40,Smoked Cereal 040,8,Grains,2,22.7,0.0,45.4,28.41
100049,3,250,Beta Market 00250,2023-01-05,2023-01,Czech Republic,Pilsen,wholesale,67,Golden Biscuit 067,6,Confections,5,31.97,0.03,155.05,28.41
100050,1,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,81,Sweet Coffee 081,1,Beverages,5,23.2,0.05,110.2,25.87
100050,2,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,45,Traditional Croissant 045,5,Bakery,2,12.0,0.0,24.0,25.87
100050,3,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,49,Organic Soda 049,1,Beverages,3,24.4,0.0,73.2,25.87
100050,4,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,100,Salted Cod 100,3,Seafood,3,62.33,0.15,158.94,25.87
100050,5,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,65,Premium Paprika 065,9,Spices,7,12.06,0.0,84.42,25.87
100050,6,466,Central Trading 00466,2023-01-05,2023-01,United Kingdom,Bristol,retail,12,Local Tuna 012,3,Seafood,5,77.82,0.1,350.19,25.87
100051,1,340,North Foods 00340,2023-01-05,2023-01,Austria,Vienna,retail,65,Premium Paprika 065,9,Spices,6,12.99,0.0,77.94,12.99
100051,2,340,North Foods 00340,2023-01-05,2023-01,Austria,Vienna,retail,94,Imported Basil 094,9,Spices,4,30.53,0.1,109.91,12.99
100051,3,340,North Foods 00340,2023-01-05,2023-01,Austria,Vienna,retail,105,Local Cereal 105,8,Grains,6,5.15,0.0,30.9,12.99
