customer_id,company_name,country,city,customer_type,registration_date,phone
82,Silver Distribution 00082,Germany,Berlin,retail,2021-10-06,+33 753 222 148
83,East Partners 00083,United Kingdom,Manchester,wholesale,2021-10-07,+49 646 625 143
84,Fresh Kitchen 00084,USA,Seattle,wholesale,2021-10-12,+44 677 816 731
85,Fresh Group 00085,United Kingdom,London,horeca,2021-10-12,+1 324 724 868
86,Alfa Distribution 00086,France,Lyon,online,2021-10-16,+1 636 555 259
87,Nova Distribution 00087,Austria,Graz,horeca,2021-10-16,+39 269 772 102
88,Baltic Trading 00088,Norway,Stavanger,horeca,2021-10-18,+39 709 485 972
89,Delta Cafe 00089,Italy,Florence,retail,2021-10-21,+49 081 594 733
90,Urban Distribution 00090,Italy,Naples,distributor,2021-10-25,+33 505 020 467
91,Alfa Foods 00091,Poland,Lodz,retail,2021-10-31,+33 837 376 724
92,Euro Group 00092,Austria,Vienna,retail,2021-11-02,+34 035 726 274
93,Global Trading 00093,Canada,Vancouver,online,2021-11-03,+49 318 517 585
94,Blue Partners 00094,Czech Republic,Brno,wholesale,2021-11-05,+48 789 075 278
95,East Trading 00095,Italy,Florence,online,2021-11-07,+48 549 439 598
96,North Restaurant 00096,Germany,Cologne,retail,2021-11-08,+44 950 409 934
97,Delta Foods 00097,Poland,Gdansk,wholesale,2021-11-17,+33 511 720 957
98,Royal Wholesale 00098,France,Paris,retail,2021-11-21,+34 117 241 462
99,North Supplies 00099,Canada,Vancouver,distributor,2021-11-26,+39 697 585 854
100,Nova Stores 00100,Netherlands,Utrecht,distributor,2021-11-26,+48 923 240 587
101,Gamma Partners 00101,Poland,Lodz,retail,2021-11-30,+49 215 779 237
102,Delta Cafe 00102,Poland,Poznan,wholesale,2021-12-10,+39 037 397 431
103,Royal Stores 00103,Poland,Gdansk,wholesale,2021-12-16,+34 238 663 437
104,Baltic Stores 00104,United Kingdom,London,retail,2021-12-19,+49 125 615 271
105,Royal Foods 00105,Czech Republic,Pilsen,wholesale,2021-12-20,+44 836 288 769
106,Baltic Partners 00106,Spain,Bilbao,online,2021-12-24,+34 037 894 982
107,Prime Deli 00107,Italy,Turin,wholesale,2021-12-24,+44 934 822 149
108,Baltic Deli 00108,United Kingdom,Bristol,retail,2021-12-27,+33 493 426 309
109,West Deli 00109,Spain,Bilbao,wholesale,2021-12-27,+33 713 698 258
110,West Supplies 00110,USA,Boston,horeca,2021-12-28,+48 549 323 891
111,Beta Deli 00111,Spain,Bilbao,retail,2021-12-29,+34 495 043 278
112,Beta Market 00112,USA,Chicago,online,2021-12-30,+44 160 443 156
113,Amber Kitchen 00113,Germany,Frankfurt,online,2021-12-31,+39 570 619 356
114,Silver Deli 00114,Spain,Bilbao,wholesale,2022-01-01,+44 509 877 776
115,East Cafe 00115,USA,Denver,wholesale,2022-01-02,+34 583 441 791
116,Beta Trading 00116,Spain,Barcelona,distributor,2022-01-18,+1 300 610 485
117,Alfa Restaurant 00117,France,Nice,online,2022-01-19,+39 150 896 203
118,Fresh Group 00118,Germany,Frankfurt,wholesale,2022-01-22,+44 227 627 249
119,Green Kitchen 00119,Italy,Milan,wholesale,2022-01-22,+44 875 520 695
120,Royal Restaurant 00120,Netherlands,Utrecht,wholesale,2022-02-01,+34 738 458 717
121,Gamma Wholesale 00121,Austria,Vienna,wholesale,2022-02-04,+1 009 814 036
122,Prime Deli 00122,Poland,Krakow,online,2022-02-12,+34 712 998 768
123,North Cafe 00123,Sweden,Uppsala,online,2022-02-17,+34 173 605 622
124,East Market 00124,United Kingdom,Liverpool,retail,2022-02-20,+48 762 244 597
125,Amber Kitchen 00125,Netherlands,Eindhoven,wholesale,2022-02-23,+1 230 068 841
126,Global Kitchen 00126,Spain,Barcelona,wholesale,2022-02-25,+39 319 403 929
127,Fresh Wholesale 00127,France,Paris,wholesale,2022-02-26,+33 417 680 632
128,Delta Restaurant 00128,Spain,Seville,retail,2022-03-02,+49 150 523 483
129,Central Cafe 00129,Sweden,Stockholm,retail,2022-03-03,+48 203 782 105
130,Fresh Group 00130,Poland,Wroclaw,online,2022-03-04,+1 699 963 095
131,North Restaurant 00131,Spain,Seville,retail,2022-03-07,+34 688 321 401
132,Amber Kitchen 00132,Netherlands,Utrecht,wholesale,2022-03-08,+33 232 630 491
133,East Trading 00133,United Kingdom,Liverpool,online,2022-03-14,+1 407 685 168
134,Silver Restaurant 00134,Germany,Cologne,wholesale,2022-03-20,+44 684 967 065
135,East Stores 00135,Netherlands,Amsterdam,horeca,2022-03-21,+44 523 171 332
136,Euro Cafe 00136,Netherlands,Amsterdam,retail,2022-03-21,+1 189 153 563
137,Prime Group 00137,USA,Austin,wholesale,2022-03-23,+33 749 008 241
138,Euro Market 00138,Italy,Florence,online,2022-03-26,+44 507 835 871
139,Alfa Trading 00139,Spain,Valencia,horeca,2022-03-26,+34 550 623 028
140,Nova Distribution 00140,Germany,Berlin,horeca,2022-03-29,+1 074 490 027
141,Euro Partners 00141,Spain,Madrid,retail,2022-04-05,+1 776 900 498
142,Beta Deli 00142,Czech Republic,Brno,online,2022-04-06,+34 462 079 301
143,Blue Wholesale 00143,USA,New York,retail,2022-04-10,+49 699 621 193
144,East Wholesale 00144,Spain,Barcelona,horeca,2022-04-10,+39 107 705 450
145,Nova Cafe 00145,Poland,Lodz,wholesale,2022-04-11,+44 314 231 786
146,Gamma Market 00146,Germany,Hamburg,online,2022-04-15,+39 952 837 266
147,Blue Cafe 00147,Austria,Linz,online,2022-04-24,+39 831 381 801
148,Royal Supplies 00148,Germany,Berlin,online,2022-05-04,+39 877 749 522
149,Royal Kitchen 00149,USA,Chicago,retail,2022-05-04,+1 174 956 906
150,Royal Market 00150,Sweden,Malmo,horeca,2022-05-06,+34 334 003 859
151,Royal Foods 00151,Germany,Hamburg,retail,2022-05-11,+39 359 756 557
152,Central Restaurant 00152,Sweden,Gothenburg,retail,2022-05-19,+34 090 359 715
153,Beta Supplies 00153,Norway,Bergen,distributor,2022-05-20,+48 724 786 629
154,Urban Market 00154,France,Marseille,wholesale,2022-05-29,+49 005 002 249
155,Prime Cafe 00155,Spain,Madrid,horeca,2022-05-31,+48 775 805 828
156,West Trading 00156,France,Nice,online,2022-06-02,+1 124 482 393
157,Nova Supplies 00157,Germany,Cologne,wholesale,2022-06-11,+1 044 702 677
158,Urban Kitchen 00158,USA,New York,retail,2022-06-12,+49 151 243 661
159,Global Deli 00159,United Kingdom,Liverpool,online,2022-06-14,+44 059 725 310
160,Amber Restaurant 00160,United Kingdom,Manchester,retail,2022-06-15,+34 884 988 546
161,Alfa Cafe 00161,Netherlands,Eindhoven,horeca,2022-06-21,+34 737 888 525
162,Nova Gourmet 00162,Poland,Lodz,horeca,2022-06-22,+44 477 740 552
163,Fresh Deli 00163,Spain,Madrid,online,2022-06-25,+34 786 919 138
164,North Kitchen 00164,Netherlands,Eindhoven,horeca,2022-06-28,+1 227 825 669
165,Amber Partners 00165,Netherlands,Eindhoven,distributor,2022-06-28,+44 989 334 399
166,Prime Market 00166,USA,Seattle,wholesale,2022-07-03,+34 225 373 862
167,Global Market 00167,USA,Chicago,wholesale,2022-07-03,+39 507 555 791
168,Euro Wholesale 00168,Canada,Calgary,retail,2022-07-05,+33 690 095 530
169,Central Supplies 00169,Austria,Linz,horeca,2022-07-09,+44 630 813 669
170,Delta Foods 00170,Netherlands,Utrecht,online,2022-07-15,+33 799 271 226
171,Central Cafe 00171,Poland,Gdansk,horeca,2022-07-18,+39 199 266 753
172,Prime Cafe 00172,Norway,Trondheim,online,2022-07-19,+34 037 045 931
173,Blue Foods 00173,Germany,Hamburg,wholesale,2022-07-20,+48 601 632 513
174,Alfa Group 00174,United Kingdom,Bristol,retail,2022-07-21,+49 592 861 179
175,East Foods 00175,Austria,Salzburg,distributor,2022-07-26,+44 919 603 317
176,North Trading 00176,Germany,Cologne,distributor,2022-07-26,+49 666 460 222
177,Gamma Restaurant 00177,Germany,Hamburg,retail,2022-07-29,+44 115 717 397
178,Blue Kitchen 00178,United Kingdom,Liverpool,retail,2022-08-01,+1 043 039 833
179,Royal Wholesale 00179,USA,Denver,online,2022-08-12,+48 370 455 881
180,Urban Partners 00180,Sweden,Uppsala,horeca,2022-08-19,+39 634 059 038
181,Delta Group 00181,Germany,Munich,wholesale,2022-08-19,+39 535 553 948
182,North Wholesale 00182,Canada,Ottawa,online,2022-08-20,+39 181 144 266
183,Prime Deli 00183,Austria,Salzburg,horeca,2022-08-21,+48 233 117 919
184,Alfa Distribution 00184,Germany,Berlin,wholesale,2022-08-24,+33 318 683 517
185,Royal Distribution 00185,Spain,Barcelona,online,2022-08-28,+48 787 148 496
186,Silver Foods 00186,Netherlands,Eindhoven,horeca,2022-08-30,+44 406 372 623
187,Baltic Restaurant 00187,Germany,Berlin,retail,2022-09-03,+1 809 896 424
188,Royal Stores 00188,Poland,Gdansk,horeca,2022-09-03,+39 609 830 492
189,East Stores 00189,France,Lyon,online,2022-09-06,+33 105 530 511
190,Nova Stores 00190,USA,Boston,retail,2022-09-08,+34 358 803 690
191,Amber Restaurant 00191,USA,Seattle,wholesale,2022-09-10,+1 229 343 331
192,Global Kitchen 00192,Poland,Gdansk,retail,2022-09-10,+44 418 891 752
193,Fresh Gourmet 00193,USA,Denver,retail,2022-09-15,+1 496 092 612
194,Global Cafe 00194,Poland,Krakow,retail,2022-09-18,+33 736 024 111
195,Delta Deli 00195,Canada,Ottawa,horeca,2022-09-25,+48 688 680 282
196,Delta Wholesale 00196,Germany,Hamburg,retail,2022-09-25,+34 119 075 223
197,West Stores 00197,Germany,Munich,wholesale,2022-09-27,+34 841 480 687
198,Euro Cafe 00198,Poland,Gdansk,horeca,2022-09-27,+44 790 991 993
199,Fresh Partners 00199,Norway,Bergen,horeca,2022-09-29,+1 814 813 198
200,East Market 00200,Spain,Bilbao,horeca,2022-10-01,+34 443 316 497
201,Silver Gourmet 00201,United Kingdom,Manchester,wholesale,2022-10-01,+1 002 554 399
202,Nova Deli 00202,Poland,Gdansk,horeca,2022-10-02,+49 043 788 828
203,Alfa Market 00203,Austria,Salzburg,retail,2022-10-08,+34 494 885 835
204,Royal Cafe 00204,Poland,Gdansk,online,2022-10-18,+33 921 210 179
205,Central Market 00205,Poland,Wroclaw,wholesale,2022-10-27,+48 091 206 617
206,North Group 00206,Germany,Hamburg,horeca,2022-10-28,+48 304 621 012
207,Baltic Gourmet 00207,USA,Chicago,horeca,2022-10-28,+49 076 371 691
208,Royal Partners 00208,Norway,Trondheim,retail,2022-10-30,+44 799 287 276
209,Central Group 00209,United Kingdom,Manchester,horeca,2022-10-30,+44 311 576 480
210,Global Supplies 00210,USA,Austin,distributor,2022-11-10,+1 256 878 342
211,Beta Kitchen 00211,Poland,Poznan,online,2022-11-11,+48 235 944 122
212,Green Partners 00212,France,Paris,online,2022-11-13,+44 822 495 048
213,North Market 00213,USA,Chicago,distributor,2022-11-13,+39 380 391 861
214,Beta Gourmet 00214,Austria,Linz,online,2022-11-20,+49 451 390 982
215,North Cafe 00215,Italy,Milan,retail,2022-11-21,+39 835 181 301
216,Prime Kitchen 00216,Poland,Krakow,wholesale,2022-12-04,+33 105 143 041
217,Royal Stores 00217,Germany,Munich,online,2022-12-07,+48 498 256 440
218,Baltic Partners 00218,Poland,Gdansk,online,2022-12-08,+39 231 107 155
219,Gamma Partners 00219,Netherlands,Amsterdam,horeca,2022-12-08,+1 888 329 562
220,Beta Foods 00220,United Kingdom,Leeds,retail,2022-12-09,+1 789 843 946
221,Euro Trading 00221,Germany,Frankfurt,retail,2022-12-09,+39 939 659 115
222,Gamma Restaurant 00222,USA,Seattle,retail,2022-12-19,+44 641 278 568
223,Silver Foods 00223,Germany,Berlin,wholesale,2022-12-19,+34 810 564 593
224,Global Foods 00224,Spain,Barcelona,horeca,2022-12-19,+44 741 836 831
225,Beta Deli 00225,Czech Republic,Pilsen,online,2022-12-20,+1 373 096 272
226,Royal Cafe 00226,France,Nice,distributor,2022-12-21,+34 147 223 770
227,Alfa Market 00227,Germany,Frankfurt,distributor,2022-12-23,+1 080 201 831
228,Urban Distribution 00228,Austria,Linz,retail,2022-12-25,+33 498 731 775
229,Beta Foods 00229,Spain,Madrid,wholesale,2022-12-27,+1 823 761 648
230,West Partners 00230,Sweden,Malmo,online,2022-12-27,+39 816 922 188
231,Green Wholesale 00231,Sweden,Stockholm,distributor,2023-01-04,+39 557 247 915
232,Central Wholesale 00232,United Kingdom,Bristol,retail,2023-01-10,+48 436 519 701
233,Beta Distribution 00233,Poland,Gdansk,online,2023-01-16,+33 036 764 527
234,West Foods 00234,United Kingdom,Bristol,distributor,2023-01-18,+33 590 633 318
235,Amber Wholesale 00235,Italy,Turin,retail,2023-01-18,+49 622 462 450
236,Silver Partners 00236,Canada,Calgary,horeca,2023-01-21,+34 919 268 840
237,North Cafe 00237,Poland,Krakow,wholesale,2023-01-23,+1 165 690 178
238,Euro Gourmet 00238,Germany,Hamburg,horeca,2023-01-29,+48 365 130 915
239,Nova Wholesale 00239,Canada,Toronto,online,2023-01-30,+44 887 158 791
240,Global Cafe 00240,France,Lyon,retail,2023-02-01,+34 212 225 379
241,West Wholesale 00241,USA,New York,retail,2023-02-01,+33 915 674 008
242,Euro Stores 00242,Norway,Oslo,retail,2023-02-02,+33 576 864 220
243,Gamma Wholesale 00243,Germany,Berlin,wholesale,2023-02-11,+48 072 720 222
244,Central Supplies 00244,Germany,Frankfurt,wholesale,2023-02-19,+33 014 298 788
245,Royal Market 00245,Germany,Berlin,distributor,2023-02-24,+34 025 099 290
246,Delta Trading 00246,United Kingdom,Leeds,wholesale,2023-03-10,+34 259 465 044
247,Global Wholesale 00247,Germany,Hamburg,retail,2023-03-12,+49 622 536 647
248,Urban Supplies 00248,Poland,Wroclaw,retail,2023-03-27,+48 504 448 327
249,Alfa Supplies 00249,Poland,Lodz,online,2023-03-30,+1 734 079 463
250,Beta Market 00250,Czech Republic,Pilsen,wholesale,2023-03-31,+39 658 456 993
251,Delta Partners 00251,United Kingdom,Bristol,horeca,2023-04-12,+1 195 403 173
252,Prime Restaurant 00252,Netherlands,Amsterdam,online,2023-04-14,+44 123 461 508
253,West Restaurant 00253,Germany,Hamburg,retail,2023-04-19,+33 766 393 056
254,Urban Foods 00254,USA,Chicago,horeca,2023-04-19,+44 948 238 947
255,Euro Cafe 00255,Austria,Graz,wholesale,2023-05-13,+49 684 204 712
256,Fresh Restaurant 00256,USA,Chicago,retail,2023-05-14,+49 042 951 288
257,Royal Trading 00257,France,Marseille,horeca,2023-05-20,+1 303 021 189
258,Beta Market 00258,Netherlands,Eindhoven,distributor,2023-05-25,+49 018 010 342
259,Global Gourmet 00259,USA,Boston,wholesale,2023-05-26,+44 519 362 034
260,Euro Restaurant 00260,Norway,Oslo,wholesale,2023-05-28,+34 862 831 947
261,Gamma Deli 00261,Canada,Toronto,retail,2023-05-31,+1 657 354 431
262,Silver Stores 00262,Poland,Lodz,retail,2023-06-02,+48 218 809 431
263,Delta Group 00263,Germany,Cologne,horeca,2023-06-04,+44 750 251 587
264,Silver Market 00264,United Kingdom,London,retail,2023-06-09,+49 462 383 723
265,Central Distribution 00265,Poland,Krakow,online,2023-06-11,+44 489 744 684
266,Central Supplies 00266,Norway,Oslo,retail,2023-06-18,+44 730 168 080
267,Urban Group 00267,Germany,Munich,wholesale,2023-07-04,+48 906 987 993
268,Nova Restaurant 00268,Netherlands,Rotterdam,retail,2023-07-09,+1 146 181 908
269,Baltic Kitchen 00269,Norway,Bergen,wholesale,2023-07-24,+39 165 137 626
270,Royal Kitchen 00270,France,Lyon,retail,2023-07-25,+48 570 767 261
271,Alfa Stores 00271,USA,Chicago,horeca,2023-07-26,+48 678 336 699
272,Alfa Kitchen 00272,Germany,Munich,distributor,2023-08-03,+49 293 862 810
273,East Wholesale 00273,Austria,Linz,retail,2023-08-04,+44 533 744 326
274,Nova Foods 00274,United Kingdom,London,online,2023-08-08,+48 635 878 439
275,Global Restaurant 00275,Germany,Berlin,retail,2023-08-26,+1 233 311 702
276,East Foods 00276,Italy,Florence,wholesale,2023-09-06,+1 206 669 635
277,Gamma Stores 00277,Poland,Poznan,wholesale,2023-09-08,+49 553 934 050
278,Delta Supplies 00278,USA,Chicago,retail,2023-09-09,+34 027 264 222
279,Euro Wholesale 00279,Austria,Salzburg,wholesale,2023-09-10,+44 866 907 335
280,Royal Stores 00280,United Kingdom,Liverpool,wholesale,2023-09-11,+49 817 059 364
281,West Kitchen 00281,France,Paris,online,2023-09-19,+44 463 741 906
282,Urban Partners 00282,Germany,Cologne,wholesale,2023-09-27,+33 775 462 848
283,Amber Stores 00283,Poland,Lodz,wholesale,2023-09-28,+39 639 152 822
284,Gamma Partners 00284,United Kingdom,Liverpool,retail,2023-10-03,+1 135 828 669
285,Green Supplies 00285,Austria,Linz,retail,2023-10-03,+39 325 670 510
286,Nova Trading 00286,Spain,Bilbao,wholesale,2023-10-06,+44 222 406 626
287,Royal Wholesale 00287,France,Nice,retail,2023-10-08,+48 687 282 817
288,Delta Partners 00288,Italy,Florence,wholesale,2023-10-09,+1 815 182 994
289,Nova Distribution 00289,United Kingdom,Liverpool,wholesale,2023-10-09,+34 631 663 425
290,Global Trading 00290,Austria,Vienna,online,2023-10-11,+44 333 226 901
291,Royal Partners 00291,United Kingdom,Bristol,wholesale,2023-10-14,+49 333 113 339
292,Fresh Restaurant 00292,Spain,Valencia,retail,2023-10-16,+49 692 409 290
293,Fresh Cafe 00293,Poland,Poznan,online,2023-10-17,+33 388 470 658
294,Central Group 00294,Germany,Berlin,horeca,2023-10-20,+39 576 458 224
295,Prime Partners 00295,USA,Chicago,wholesale,2023-10-22,+49 181 914 778
296,Silver Wholesale 00296,United Kingdom,Bristol,wholesale,2023-10-22,+49 031 983 473
297,Prime Group 00297,Czech Republic,Ostrava,horeca,2023-10-24,+1 159 982 648
298,Blue Group 00298,USA,Boston,wholesale,2023-11-01,+34 612 568 709
299,Baltic Group 00299,USA,Boston,retail,2023-11-03,+1 798 705 625
300,Amber Gourmet 00300,Netherlands,Eindhoven,retail,2023-11-04,+39 916 267 277
301,Green Trading 00301,France,Paris,wholesale,2023-11-05,+39 706 906 791
302,Silver Market 00302,Canada,Ottawa,online,2023-11-06,+33 838 819 945
303,Euro Market 00303,Italy,Turin,retail,2023-11-07,+44 101 031 195
304,Euro Trading 00304,USA,Austin,online,2023-11-10,+33 358 979 201
305,Central Wholesale 00305,France,Marseille,retail,2023-11-11,+34 054 314 932
306,Green Kitchen 00306,Czech Republic,Ostrava,horeca,2023-11-12,+39 877 663 589
307,Amber Supplies 00307,USA,Boston,horeca,2023-11-13,+49 301 606 663
308,Urban Supplies 00308,Canada,Toronto,retail,2023-11-13,+48 128 974 979
309,Delta Group 00309,France,Toulouse,online,2023-11-14,+49 817 964 363
310,Central Group 00310,Poland,Lodz,retail,2023-11-19,+48 274 218 747
311,Baltic Gourmet 00311,Germany,Berlin,retail,2023-11-24,+1 470 898 134
312,Euro Restaurant 00312,France,Marseille,retail,2023-11-24,+1 533 213 400
313,Nova Restaurant 00313,Czech Republic,Ostrava,wholesale,2023-11-24,+34 733 103 025
314,Euro Gourmet 00314,Sweden,Gothenburg,distributor,2023-11-24,+1 526 762 292
315,Urban Restaurant 00315,Canada,Ottawa,horeca,2023-11-29,+44 177 107 556
316,West Trading 00316,Austria,Graz,retail,2023-12-03,+39 616 312 897
317,Delta Group 00317,Norway,Bergen,wholesale,2023-12-05,+39 665 528 445
318,West Deli 00318,Poland,Warsaw,wholesale,2023-12-10,+44 478 932 410
319,Central Kitchen 00319,Italy,Milan,online,2023-12-10,+48 981 980 584
320,Royal Kitchen 00320,Italy,Florence,retail,2023-12-10,+1 636 971 905
321,Amber Kitchen 00321,France,Paris,horeca,2023-12-14,+34 851 009 020
322,Silver Group 00322,United Kingdom,Bristol,retail,2023-12-15,+48 680 280 691
323,Central Gourmet 00323,Czech Republic,Ostrava,wholesale,2023-12-17,+1 898 351 208
324,Nova Distribution 00324,Czech Republic,Ostrava,horeca,2023-12-23,+33 454 476 963
325,East Group 00325,Netherlands,Eindhoven,wholesale,2023-12-26,+34 708 841 267
326,Blue Partners 00326,Poland,Poznan,wholesale,2023-12-30,+44 620 775 979
327,Global Restaurant 00327,Italy,Turin,retail,2023-12-30,+48 086 841 754
328,Nova Kitchen 00328,United Kingdom,Liverpool,wholesale,2024-01-01,+34 512 206 384
329,Silver Restaurant 00329,Poland,Wroclaw,wholesale,2024-01-06,+49 295 274 063
330,Urban Trading 00330,Spain,Seville,horeca,2024-01-06,+1 722 433 570
331,West Gourmet 00331,Poland,Poznan,wholesale,2024-01-08,+33 202 146 724
332,Green Gourmet 00332,Spain,Madrid,retail,2024-01-11,+34 417 339 855
333,Amber Wholesale 00333,United Kingdom,London,online,2024-01-12,+1 029 959 911
334,Blue Distribution 00334,USA,New York,retail,2024-01-17,+44 785 935 005
335,Green Deli 00335,Italy,Milan,online,2024-01-20,+1 983 892 933
336,Green Stores 00336,Poland,Poznan,online,2024-01-21,+44 506 962 143
