order_id,line_no,product_id,unit_price,quantity,discount
100030,1,57,9.34,5,0.0
100030,2,3,30.73,2,0.0
100030,3,159,6.5,1,0.1
100030,4,142,13.19,5,0.0
100031,1,183,24.82,2,0.05
100031,2,136,13.13,2,0.03
100032,1,130,4.99,2,0.0
100032,2,58,21.85,2,0.15
100032,3,232,27.16,6,0.0
100033,1,153,48.38,5,0.0
100033,2,110,5.7,3,0.15
100033,3,18,43.8,6,0.0
100033,4,191,27.82,6,0.0
100033,5,91,43.37,3,0.1
100033,6,236,10.53,1,0.0
100034,1,134,6.81,4,0.0
100034,2,145,17.44,4,0.0
100034,3,229,9.97,2,0.05
100034,4,207,68.29,6,0.0
100034,5,150,4.91,4,0.03
100034,6,191,23.05,4,0.0
100034,7,153,50.21,2,0.0
100034,8,30,32.38,3,0.1
100035,1,118,23.4,1,0.05
100035,2,123,21.15,4,0.0
100036,1,178,107.05,6,0.0
100036,2,136,14.38,3,0.0
100036,3,150,5.29,4,0.0
100036,4,82,10.98,3,0.03
100037,1,136,15.57,1,0.1
100037,2,235,5.26,4,0.0
100038,1,30,32.23,13,0.05
100038,2,247,11.34,3,0.0
100038,3,32,28.94,3,0.1
100039,1,104,5.32,4,0.0
100039,2,17,12.92,2,0.0
100040,1,36,114.12,2,0.0
100040,2,159,6.19,5,0.05
100041,1,50,15.58,4,0.0
100041,2,219,22.14,3,0.05
100042,1,190,20.67,6,0.0
100042,2,138,28.75,4,0.0
100043,1,186,39.57,2,0.0
100043,2,212,25.38,4,0.0
100043,3,49,24.65,5,0.03
100044,1,248,77.52,2,0.0
100044,2,110,6.13,1,0.0
100044,3,30,32.62,8,0.0
100045,1,197,66.15,3,0.05
100046,1,137,27.24,5,0.0
100046,2,235,4.94,2,0.03
100046,3,211,9.88,2,0.05
100046,4,30,38.55,4,0.03
100046,5,5,56.94,5,0.0
100046,6,190,19.95,4,0.15
100047,1,121,28.87,3,0.15
100047,2,157,94.8,3,0.0
100047,3,187,33.12,11,0.0
100047,4,143,33.78,4,0.0
100047,5,151,23.9,7,0.05
100048,1,110,5.28,7,0.0
100048,2,207,66.24,7,0.1
100048,3,71,2.7,1,0.05
100049,1,138,32.43,2,0.0
100049,2,191,25.64,3,0.0
100049,3,116,4.09,4,0.0
100050,1,101,18.69,13,0.0
100050,2,157,89.44,4,0.0
100050,3,178,102.37,7,0.0
100050,4,203,20.57,2,0.0
100050,5,14,11.08,3,0.0
100050,6,238,22.15,7,0.0
100051,1,121,29.69,7,0.03
100051,2,48,8.52,9,0.15
100051,3,136,15.37,1,0.15
100051,4,92,7.77,1,0.05
100052,1,48,8.33,4,0.0
100052,2,84,13.92,5,0.0
100052,3,229,9.83,2,0.0
100052,4,129,9.07,2,0.0
100052,5,196,8.59,3,0.0
100052,6,136,14.07,10,0.1
100053,1,229,9.43,2,0.05
100053,2,104,5.75,6,0.0
100053,3,50,16.17,4,0.0
100054,1,168,1.79,7,0.1
100054,2,14,9.42,4,0.15
100054,3,104,5.17,6,0.0
100055,1,58,21.1,4,0.05
100055,2,128,25.59,4,0.05
100055,3,185,8.34,6,0.0
100055,4,30,30.98,6,0.0
100055,5,220,2.24,3,0.0
100056,1,178,124.68,5,0.0
100056,2,112,6.76,1,0.0
100056,3,63,37.59,8,0.0
100056,4,64,68.93,6,0.15
100056,5,118,23.29,2,0.0
100056,6,190,20.12,10,0.05
100056,7,226,16.26,4,0.1
100056,8,31,14.27,3,0.0
100057,1,64,83.41,5,0.0
100058,1,132,41.68,2,0.0
100058,2,28,9.0,2,0.0
100059,1,173,11.19,5,0.0
100059,2,110,5.72,4,0.0
100060,1,171,24.86,2,0.1
100060,2,155,10.53,2,0.0
100060,3,105,17.29,4,0.05
100061,1,110,5.96,3,0.05
100061,2,248,67.52,3,0.2
100061,3,229,9.66,11,0.0
100062,1,157,98.69,3,0.05
100062,2,25,44.52,10,0.0
100062,3,58,20.47,4,0.1
100063,1,219,22.74,7,0.1
100063,2,82,11.82,3,0.0
100063,3,93,17.71,3,0.2
100063,4,176,13.11,7,0.1
100063,5,222,24.75,2,0.0
100063,6,248,65.83,6,0.0
100064,1,218,14.86,4,0.03
100065,1,175,14.98,7,0.03
100065,2,5,68.23,4,0.0
100065,3,235,4.76,3,0.03
100065,4,138,31.53,4,0.0
100065,5,231,50.23,3,0.15
100066,1,230,16.35,11,0.0
100066,2,55,14.86,4,0.0
100066,3,219,21.5,4,0.0
100066,4,231,44.9,2,0.0
100067,1,28,9.12,6,0.15
100067,2,204,13.18,3,0.0
100067,3,189,22.21,2,0.15
100068,1,112,7.44,2,0.0
100068,2,65,21.88,9,0.03
100068,3,34,25.75,7,0.0
100068,4,64,74.99,2,0.05
100069,1,23,80.09,3,0.03
100069,2,219,22.77,6,0.0
100069,3,9,37.56,8,0.0
100070,1,132,48.49,2,0.05
100070,2,178,117.56,2,0.1
100071,1,229,8.22,4,0.0
100071,2,185,10.11,2,0.0
100072,1,236,11.59,3,0.05
100073,1,150,5.13,6,0.0
100073,2,1,7.71,8,0.03
100073,3,219,19.9,4,0.1
100073,4,249,30.79,4,0.0
100073,5,208,22.13,12,0.05
100073,6,193,36.81,11,0.0
100073,7,178,125.53,5,0.0
100073,8,9,33.06,2,0.0
100074,1,51,15.85,6,0.0
100074,2,115,70.61,1,0.0
100075,1,146,23.8,3,0.0
100075,2,220,2.07,6,0.1
100075,3,182,14.56,5,0.05
100075,4,207,82.04,6,0.0
100075,5,49,25.23,3,0.0
100076,1,175,15.78,3,0.0
100076,2,123,19.6,4,0.03
100077,1,48,8.27,3,0.0
100077,2,235,5.09,6,0.0
100078,1,113,1.89,4,0.1
100078,2,28,7.29,8,0.0
100079,1,110,5.65,2,0.0
100079,2,157,83.88,2,0.1
100079,3,195,18.7,4,0.1
100080,1,32,26.49,4,0.0
100080,2,130,5.43,4,0.05
100080,3,206,33.87,7,0.03
100080,4,106,14.5,3,0.0
100080,5,118,24.36,5,0.0
100080,6,40,15.6,4,0.0
100081,1,193,32.06,3,0.0
100081,2,123,21.31,5,0.15
100081,3,88,60.53,3,0.1
100082,1,150,5.83,2,0.15
100082,2,105,20.68,2,0.05
100082,3,100,10.94,5,0.0
100082,4,168,1.46,4,0.0
100082,5,4,5.08,3,0.0
100082,6,68,37.62,4,0.0
100082,7,30,31.6,2,0.0
100083,1,232,22.72,6,0.0
100083,2,94,23.78,5,0.05
100083,3,48,7.89,4,0.03
100084,1,157,77.59,1,0.1
100084,2,235,4.94,2,0.0
100084,3,228,5.12,6,0.05
100084,4,202,25.73,5,0.0
100085,1,214,16.7,4,0.1
100085,2,231,45.41,4,0.0
100085,3,185,8.36,4,0.03
100086,1,193,35.98,9,0.05
100086,2,28,9.45,7,0.05
100087,1,106,15.48,5,0.15
100087,2,174,36.22,4,0.0
100088,1,124,40.63,3,0.1
100088,2,247,9.54,5,0.0
100089,1,23,76.11,4,0.15
100089,2,123,22.48,4,0.0
100090,1,194,12.95,2,0.1
100090,2,171,24.89,4,0.05
100090,3,193,31.06,4,0.0
100090,4,31,17.82,8,0.03
100091,1,123,21.79,7,0.1
100091,2,248,67.91,1,0.0
100091,3,47,77.14,9,0.15
100091,4,113,1.93,7,0.05
100092,1,154,33.82,1,0.05
100092,2,11,24.3,2,0.15
100092,3,160,32.07,3,0.0
100093,1,203,22.98,10,0.05
100093,2,113,1.8,2,0.05
100094,1,210,95.18,6,0.2
100095,1,178,115.23,2,0.0
100095,2,67,25.94,8,0.0
100095,3,30,33.56,6,0.0
100096,1,144,23.72,2,0.0
100096,2,231,45.85,5,0.0
100096,3,199,90.8,5,0.0
100096,4,123,23.9,8,0.03
100096,5,42,8.22,4,0.0
100096,6,110,5.88,6,0.1
100096,7,185,8.34,4,0.0
100097,1,236,11.27,6,0.0
100097,2,151,27.12,6,0.0
100097,3,67,25.36,2,0.15
100098,1,123,22.0,3,0.2
100098,2,120,11.99,2,0.0
100098,3,82,11.82,3,0.05
100099,1,123,21.94,3,0.0
100099,2,15,18.68,4,0.15
100099,3,92,8.92,6,0.05
100100,1,202,30.49,2,0.0
100100,2,226,15.15,4,0.0
100100,3,188,64.07,9,0.0
100100,4,233,44.13,3,0.0
100101,1,138,32.95,2,0.05
100101,2,231,45.3,6,0.0
100101,3,92,8.81,9,0.0
100101,4,157,94.45,3,0.0
100102,1,64,78.22,9,0.0
100102,2,142,12.62,8,0.0
100102,3,44,40.66,6,0.0
100103,1,113,1.71,1,0.0
100103,2,160,28.67,2,0.0
100103,3,148,9.86,3,0.0
100103,4,202,29.48,4,0.0
100104,1,175,15.61,2,0.0
100105,1,118,22.96,6,0.03
100105,2,185,8.39,7,0.0
100106,1,228,5.04,2,0.0
100106,2,82,12.94,1,0.0
100107,1,65,21.23,4,0.0
100107,2,246,8.57,3,0.0
100107,3,243,29.78,2,0.0
100108,1,185,8.55,2,0.05
100108,2,112,7.33,1,0.05
100109,1,113,2.17,2,0.0
100109,2,144,25.8,5,0.2
100109,3,121,33.39,8,0.0
100109,4,240,25.04,2,0.0
100109,5,243,31.56,5,0.0
100109,6,4,7.17,3,0.0
100109,7,31,15.53,5,0.05
100110,1,185,7.94,8,0.15
100110,2,114,9.81,6,0.0
100111,1,244,15.39,2,0.0
100111,2,88,59.73,10,0.03
100112,1,50,13.91,2,0.05
100112,2,245,42.44,5,0.0
100112,3,49,25.95,7,0.0
100113,1,84,12.85,4,0.15
100113,2,202,25.91,1,0.0
100113,3,219,23.1,3,0.0
100114,1,131,7.88,4,0.1
100114,2,135,65.85,3,0.15
100115,1,102,16.54,2,0.1
100115,2,11,28.41,3,0.0
100116,1,237,45.41,3,0.0
100117,1,25,32.0,3,0.0
100118,1,130,5.39,2,0.15
100118,2,107,12.2,6,0.0
100119,1,211,9.61,8,0.0
100119,2,184,17.38,3,0.0
100119,3,101,21.47,5,0.0
100119,4,110,5.7,3,0.1
100120,1,85,74.01,6,0.05
100120,2,220,2.12,6,0.0
100120,3,100,11.51,4,0.03
100120,4,2,19.62,4,0.0
100121,1,129,9.67,4,0.0
100122,1,240,19.01,3,0.05
100122,2,52,15.25,2,0.0
100123,1,185,8.16,9,0.03
100123,2,150,5.22,1,0.1
100123,3,118,21.37,4,0.0
100123,4,76,10.82,6,0.1
100124,1,37,43.18,2,0.2
100124,2,173,13.32,5,0.0
100124,3,4,6.28,1,0.0
100125,1,193,38.82,3,0.0
100125,2,220,2.24,3,0.0
100125,3,129,9.43,2,0.1
100126,1,244,13.49,5,0.0
100126,2,49,27.78,12,0.03
100126,3,247,10.21,5,0.05
100126,4,125,22.02,3,0.0
100127,1,235,5.33,3,0.03
100127,2,129,9.67,2,0.1
100127,3,113,1.62,10,0.05
100128,1,136,14.18,3,0.0
100129,1,100,13.33,3,0.1
100129,2,117,42.93,9,0.0
100129,3,70,18.81,2,0.1
100129,4,15,17.17,6,0.0
100129,5,233,53.16,5,0.0
100130,1,238,22.31,8,0.0
100130,2,76,12.47,2,0.0
100130,3,194,14.94,6,0.0
100131,1,67,18.68,1,0.1
100131,2,92,7.81,4,0.15
100132,1,195,19.23,9,0.0
100132,2,3,27.11,4,0.0
100132,3,219,20.86,5,0.15
100132,4,92,9.26,8,0.05
100132,5,235,4.23,5,0.0
100133,1,230,14.04,3,0.0
100133,2,123,20.92,8,0.0
100133,3,247,10.84,4,0.0
100133,4,85,82.6,2,0.05
100133,5,193,32.78,3,0.0
100134,1,193,30.46,2,0.0
100134,2,113,1.98,4,0.0
100134,3,229,8.3,1,0.0
100134,4,123,21.47,2,0.1
100134,5,244,16.44,1,0.05
100135,1,33,18.45,4,0.15
100135,2,41,17.78,2,0.1
100135,3,112,7.63,6,0.0
100135,4,10,114.55,5,0.0
100135,5,118,20.19,5,0.05
100136,1,123,20.72,6,0.1
100136,2,92,8.04,5,0.05
100136,3,5,68.05,3,0.1
100136,4,179,56.54,6,0.0
100137,1,235,4.72,2,0.0
100137,2,39,30.35,1,0.1
100137,3,3,24.73,4,0.03
100137,4,84,13.17,3,0.1
100138,1,13,34.91,2,0.0
100138,2,100,9.21,4,0.0
100138,3,148,12.33,6,0.0
100138,4,44,38.74,3,0.05
100138,5,157,87.49,5,0.15
100139,1,190,18.4,2,0.0
100139,2,236,12.39,1,0.05
100139,3,227,19.17,7,0.0
100139,4,18,44.11,2,0.1
100140,1,66,32.03,3,0.0
100140,2,171,23.13,3,0.0
100141,1,62,6.19,5,0.0
100141,2,153,53.02,5,0.0
100141,3,248,75.38,11,0.1
100141,4,160,28.68,9,0.0
100142,1,107,14.63,1,0.0
100142,2,172,26.31,5,0.0
100142,3,66,30.98,3,0.0
100142,4,189,21.18,4,0.0
100142,5,245,34.62,1,0.0
100143,1,25,45.8,5,0.0
100143,2,8,22.36,2,0.1
100143,3,175,17.21,4,0.0
100143,4,151,24.91,7,0.1
100143,5,79,8.65,10,0.0
100144,1,171,23.4,7,0.03
100144,2,4,6.76,1,0.0
100144,3,202,22.97,2,0.03
100144,4,123,23.22,4,0.05
100144,5,109,4.43,3,0.0
100145,1,67,20.8,2,0.0
100145,2,233,59.88,13,0.03
100145,3,157,97.8,2,0.0
100145,4,178,110.87,4,0.0
100145,5,185,9.03,5,0.05
100146,1,131,8.64,1,0.0
100146,2,150,4.89,2,0.0
100146,3,175,16.41,4,0.05
100147,1,171,24.08,2,0.03
100147,2,101,22.2,3,0.0
100148,1,14,9.8,4,0.0
100148,2,174,27.21,4,0.1
100148,3,129,8.29,5,0.0
100149,1,148,11.61,4,0.0
100149,2,225,3.7,3,0.0
100149,3,110,5.67,8,0.05
100149,4,134,7.57,8,0.0
100150,1,28,8.55,8,0.0
100150,2,247,9.42,2,0.1
100151,1,102,13.83,1,0.0
100152,1,82,11.04,3,0.0
100152,2,222,27.43,1,0.05
100152,3,66,28.84,5,0.0
100153,1,111,8.48,6,0.05
100153,2,239,21.92,4,0.05
100154,1,72,8.72,5,0.05
100154,2,247,10.14,6,0.0
100155,1,224,5.06,7,0.15
100155,2,136,14.93,1,0.0
100155,3,134,6.21,9,0.0
100155,4,178,112.98,3,0.0
100155,5,114,10.07,6,0.0
100155,6,8,22.79,3,0.05
100155,7,52,14.42,1,0.0
100156,1,211,12.04,4,0.0
100156,2,243,34.9,2,0.05
100156,3,203,19.74,4,0.05
100157,1,229,9.19,7,0.1
100157,2,46,16.57,3,0.03
100157,3,33,21.32,4,0.03
100157,4,231,43.51,13,0.0
100157,5,233,46.32,2,0.03
100158,1,185,8.48,5,0.0
100158,2,157,101.39,2,0.03
100158,3,25,49.26,3,0.0
100159,1,185,8.68,2,0.0
100159,2,46,18.08,1,0.05
100159,3,245,39.7,3,0.0
100160,1,57,9.57,6,0.0
100160,2,168,1.72,3,0.1
100160,3,193,32.01,4,0.1
100160,4,82,13.54,6,0.1
100161,1,167,9.57,2,0.0
100161,2,193,34.43,3,0.05
100162,1,150,4.77,7,0.05
100162,2,167,9.37,9,0.0
100163,1,197,77.47,2,0.0
100163,2,130,5.24,1,0.15
100163,3,211,10.38,1,0.0
100163,4,53,9.91,2,0.0
100164,1,92,7.44,4,0.15
100164,2,55,14.64,7,0.0
100164,3,124,34.52,6,0.0
100164,4,192,17.41,2,0.0
100165,1,92,7.5,5,0.0
100165,2,110,4.86,4,0.0
100165,3,29,22.16,4,0.05
100165,4,101,20.46,4,0.0
100166,1,53,11.42,1,0.0
100166,2,135,54.3,2,0.0
100166,3,113,1.82,4,0.0
100167,1,124,42.65,8,0.15
100167,2,211,11.64,4,0.0
100167,3,185,7.65,2,0.0
100167,4,127,37.06,8,0.0
100168,1,116,4.52,9,0.05
100168,2,219,20.04,8,0.0
100168,3,121,30.52,4,0.0
100168,4,2,18.49,3,0.0
100168,5,235,4.03,2,0.0
100169,1,47,66.42,5,0.1
100169,2,67,22.33,3,0.0
100169,3,201,55.27,3,0.0
100169,4,3,31.41,10,0.05
100169,5,126,5.36,1,0.0
100170,1,136,13.12,7,0.0
100170,2,1,6.96,2,0.03
100171,1,172,35.18,1,0.0
100171,2,236,11.7,4,0.05
100172,1,123,20.49,4,0.05
100172,2,168,1.8,5,0.1
100172,3,101,22.04,1,0.03
100172,4,79,6.83,7,0.0
100173,1,44,36.96,4,0.05
100173,2,231,40.69,3,0.0
100174,1,145,13.46,4,0.0
100174,2,242,14.82,11,0.03
100174,3,247,10.69,4,0.1
100175,1,142,12.32,6,0.0
100176,1,46,17.6,3,0.1
100176,2,151,25.76,8,0.05
100176,3,112,6.73,2,0.0
100177,1,209,26.44,6,0.0
100177,2,51,15.74,4,0.0
100178,1,142,12.11,2,0.03
100178,2,105,14.9,3,0.1
100178,3,101,19.74,5,0.1
100178,4,109,4.6,1,0.15
100178,5,248,71.69,2,0.0
100179,1,236,10.59,9,0.0
100179,2,16,15.34,3,0.0
100179,3,30,41.12,7,0.1
100179,4,85,81.37,8,0.0
100180,1,128,29.81,3,0.15
100180,2,112,7.43,6,0.0
100180,3,247,10.66,2,0.0
100180,4,49,26.78,9,0.05
100180,5,44,41.76,4,0.1
100181,1,24,4.98,2,0.0
100181,2,220,2.32,5,0.0
100181,3,100,10.19,5,0.1
100182,1,229,9.11,6,0.0
100182,2,164,49.74,7,0.0
100182,3,3,28.04,2,0.15
100182,4,220,2.26,5,0.0
100182,5,82,13.37,4,0.1
100182,6,48,8.23,1,0.0
100183,1,110,5.25,4,0.0
100183,2,18,42.55,3,0.03
100183,3,178,109.97,3,0.0
100184,1,236,11.48,5,0.0
100184,2,37,43.53,3,0.03
100185,1,235,4.73,8,0.03
100185,2,94,27.66,6,0.0
100185,3,148,12.48,2,0.05
100185,4,75,18.89,3,0.05
100186,1,185,8.5,4,0.15
100186,2,206,35.45,3,0.0
100186,3,129,8.79,6,0.03
100187,1,150,4.87,5,0.1
100188,1,175,15.72,3,0.0
100188,2,14,9.81,3,0.0
100188,3,92,8.78,12,0.0
100188,4,114,10.41,3,0.0
100189,1,151,28.42,1,0.0
100189,2,145,14.67,5,0.0
100189,3,176,14.48,2,0.0
100189,4,119,11.97,6,0.0
100189,5,22,32.15,6,0.03
100189,6,150,5.46,2,0.1
100190,1,68,43.08,4,0.0
100190,2,131,8.52,5,0.0
100191,1,235,5.37,2,0.0
100191,2,214,15.05,2,0.1
100192,1,36,98.72,2,0.0
100192,2,231,38.83,8,0.0
100192,3,142,10.47,1,0.0
100192,4,104,5.8,2,0.0
100193,1,219,19.38,10,0.05
100193,2,31,16.1,14,0.03
100193,3,51,16.66,1,0.05
100194,1,24,4.17,3,0.0
100194,2,197,87.85,4,0.0
100194,3,130,5.19,9,0.05
100194,4,121,30.72,4,0.1
100195,1,30,35.87,6,0.0
100195,2,100,10.98,7,0.0
100196,1,110,5.94,2,0.03
100196,2,208,20.76,2,0.05
100196,3,159,6.74,4,0.05
100196,4,195,18.6,3,0.0
100197,1,4,5.91,2,0.0
100197,2,19,18.06,2,0.0
100197,3,190,19.23,6,0.0
100198,1,178,96.41,8,0.1
100198,2,18,38.35,7,0.0
100198,3,31,17.9,2,0.1
100199,1,221,116.01,2,0.2
100199,2,92,8.08,8,0.0
100199,3,95,32.68,4,0.0
100199,4,235,4.52,7,0.0
100199,5,84,12.4,2,0.0
100200,1,189,20.61,1,0.0
100200,2,101,20.9,3,0.0
100200,3,47,70.99,8,0.0
100200,4,71,2.53,4,0.1
100201,1,228,5.11,6,0.15
100201,2,85,70.71,3,0.03
100201,3,190,17.16,2,0.1
100202,1,234,38.61,6,0.0
100202,2,118,22.04,5,0.0
100203,1,123,23.01,4,0.0
100203,2,67,24.23,3,0.0
100204,1,14,10.36,4,0.0
100204,2,49,28.2,8,0.1
100205,1,138,32.09,1,0.03
100205,2,160,34.78,5,0.0
100205,3,122,22.04,5,0.0
100205,4,194,12.27,1,0.0
100206,1,134,7.24,4,0.15
100206,2,229,8.91,17,0.0
100206,3,150,4.79,6,0.0
100206,4,211,11.93,5,0.0
100207,1,47,68.83,2,0.15
100208,1,231,39.28,3,0.0
100208,2,110,5.41,3,0.03
100208,3,91,44.71,2,0.0
100209,1,202,28.42,6,0.05
100209,2,135,52.97,4,0.0
100209,3,175,16.5,4,0.0
100209,4,93,15.08,4,0.0
100209,5,151,25.44,4,0.0
100209,6,59,50.01,3,0.05
100210,1,9,37.27,1,0.03
100210,2,82,12.78,1,0.0
100210,3,120,11.17,2,0.0
100211,1,193,34.16,2,0.03
100211,2,112,7.16,14,0.0
100211,3,29,26.12,4,0.1
100211,4,70,17.42,4,0.05
100212,1,14,10.29,4,0.2
100212,2,132,46.24,4,0.0
100212,3,242,15.26,4,0.0
100213,1,219,18.14,4,0.0
100213,2,110,5.57,5,0.0
100213,3,34,23.42,6,0.05
100214,1,142,11.93,4,0.1
100214,2,185,7.26,4,0.1
100214,3,83,37.25,3,0.0
100214,4,32,26.62,5,0.03
100214,5,111,8.45,4,0.0
100215,1,150,4.71,8,0.0
100216,1,14,9.85,4,0.0
100216,2,178,111.02,5,0.0
100217,1,5,58.51,2,0.0
100218,1,47,73.91,1,0.05
100218,2,61,16.88,2,0.0
100218,3,4,6.29,4,0.0
100219,1,185,9.33,6,0.05
100219,2,132,37.8,4,0.1
100219,3,65,23.67,5,0.0
100220,1,246,8.7,4,0.0
100220,2,2,18.73,3,0.0
100220,3,113,2.23,8,0.0
100221,1,15,20.36,1,0.0
100221,2,214,14.59,2,0.05
100221,3,30,39.32,2,0.0
100221,4,28,8.44,3,0.03
100221,5,231,41.37,3,0.03
100221,6,93,14.92,3,0.1
100222,1,181,30.16,2,0.03
100222,2,65,22.88,4,0.0
100223,1,64,76.79,2,0.0
100223,2,94,20.87,2,0.05
100223,3,76,12.22,6,0.05
100223,4,13,29.99,4,0.05
100223,5,221,128.5,1,0.0
100223,6,219,21.83,2,0.2
100223,7,217,25.81,2,0.03
100224,1,71,2.32,2,0.0
100224,2,67,22.04,4,0.0
100224,3,175,14.88,6,0.0
100224,4,236,10.65,5,0.05
100224,5,182,13.68,7,0.0
100224,6,178,117.16,6,0.0
100225,1,28,8.03,4,0.0
100225,2,113,1.85,2,0.0
100225,3,157,82.22,3,0.0
100225,4,145,14.59,3,0.05
100225,5,4,7.3,7,0.05
100225,6,50,17.38,7,0.03
100225,7,173,13.83,8,0.05
100226,1,131,8.78,2,0.0
100226,2,66,30.46,4,0.05
100226,3,5,65.24,5,0.0
100227,1,37,36.69,5,0.0
100227,2,185,8.93,2,0.0
100227,3,144,21.52,1,0.15
100228,1,184,15.38,4,0.0
100228,2,125,23.52,2,0.2
100228,3,68,34.47,4,0.0
100229,1,231,43.75,10,0.0
100229,2,121,28.08,8,0.0
100230,1,231,41.78,5,0.0
100230,2,125,22.8,9,0.15
100230,3,150,4.72,5,0.1
100230,4,203,20.3,3,0.0
100231,1,9,35.3,2,0.0
100231,2,150,5.12,3,0.1
100231,3,37,39.58,2,0.1
100231,4,162,38.86,1,0.0
100231,5,190,20.25,2,0.03
100232,1,26,9.89,1,0.0
100232,2,193,35.65,8,0.0
100232,3,178,127.63,2,0.0
100232,4,5,59.72,4,0.2
100233,1,236,9.29,6,0.05
100233,2,214,14.86,2,0.0
100233,3,48,8.87,1,0.0
100234,1,183,28.64,3,0.0
100234,2,182,14.43,1,0.05
100234,3,235,5.05,7,0.03
100235,1,107,15.43,6,0.03
100235,2,149,22.01,7,0.03
100235,3,249,34.06,3,0.15
100236,1,68,44.74,2,0.0
100236,2,225,2.99,3,0.0
100237,1,146,23.97,4,0.0
100237,2,33,19.39,3,0.0
100237,3,157,82.75,3,0.0
100237,4,93,16.39,4,0.1
100237,5,235,5.25,2,0.0
100238,1,196,7.49,5,0.05
100238,2,190,19.5,3,0.0
100239,1,236,10.95,13,0.0
100239,2,235,4.53,3,0.0
100239,3,105,18.05,2,0.1
100239,4,22,32.31,1,0.0
100239,5,244,18.62,2,0.0
100239,6,123,23.47,2,0.05
100240,1,192,18.28,3,0.1
100240,2,157,99.41,1,0.0
100240,3,136,13.55,2,0.0
100240,4,141,37.48,2,0.0
100241,1,50,17.42,1,0.0
100241,2,229,8.08,4,0.0
100241,3,29,23.65,5,0.0
100241,4,136,13.4,3,0.1
100242,1,191,27.13,8,0.0
100242,2,92,9.01,2,0.03
100242,3,18,42.62,4,0.0
100242,4,149,22.04,3,0.0
100242,5,151,24.58,4,0.0
100242,6,25,44.43,1,0.0
100242,7,155,9.34,6,0.0
100242,8,134,8.14,2,0.0
100243,1,30,33.77,5,0.05
100243,2,113,1.87,5,0.0
100243,3,184,15.46,3,0.0
100243,4,69,13.88,5,0.05
100244,1,85,74.35,6,0.1
100244,2,236,11.41,2,0.1
