order_id,line_no,customer_id,company_name,order_date,order_month,country,city,customer_type,product_id,product_name,category_id,category_name,quantity,unit_price,discount,line_value,shipping_cost
100011,5,2628,Beta Distribution 02628,2023-01-01,2023-01,Germany,Munich,retail,77,Classic Green Tea 077,13,Coffee & Tea,3,29.92,0.05,85.27,24.75
100012,1,975,Fresh Trading 00975,2023-01-01,2023-01,Germany,Hamburg,horeca,79,Golden Candy 079,6,Confections,2,7.9,0.05,15.01,16.71
100012,2,975,Fresh Trading 00975,2023-01-01,2023-01,Germany,Hamburg,horeca,242,Golden Milk 242,2,Dairy,7,13.92,0.1,87.7,16.71
100012,3,975,Fresh Trading 00975,2023-01-01,2023-01,Germany,Hamburg,horeca,248,Imported Chicken 248,4,Meat,5,78.08,0.0,390.4,16.71
100012,4,975,Fresh Trading 00975,2023-01-01,2023-01,Germany,Hamburg,horeca,240,Local Bread 240,5,Bakery,6,26.0,0.0,156.0,16.71
100012,5,975,Fresh Trading 00975,2023-01-01,2023-01,Germany,Hamburg,horeca,48,Natural Caramel 048,6,Confections,3,9.28,0.0,27.84,16.71
100013,1,2010,Silver Supplies 02010,2023-01-01,2023-01,Poland,Warsaw,online,152,Dried Herring 152,3,Seafood,2,39.99,0.0,79.98,13.38
100013,2,2010,Silver Supplies 02010,2023-01-01,2023-01,Poland,Warsaw,online,231,Dried Cocoa 231,13,Coffee & Tea,3,50.11,0.0,150.33,13.38
100014,1,819,Nova Trading 00819,2023-01-01,2023-01,Sweden,Malmo,wholesale,240,Local Bread 240,5,Bakery,3,21.59,0.0,64.77,12.53
100014,2,819,Nova Trading 00819,2023-01-01,2023-01,Sweden,Malmo,wholesale,120,Traditional Bread 120,5,Bakery,10,11.38,0.0,113.8,12.53
100014,3,819,Nova Trading 00819,2023-01-01,2023-01,Sweden,Malmo,wholesale,175,Sweet Bags 175,12,Household,6,16.12,0.05,91.88,12.53
100014,4,819,Nova Trading 00819,2023-01-01,2023-01,Sweden,Malmo,wholesale,142,Sweet Rice 142,8,Grains,2,11.09,0.0,22.18,12.53
100014,5,819,Nova Trading 00819,2023-01-01,2023-01,Sweden,Malmo,wholesale,33,Sweet Salad 033,15,Prepared Meals,7,20.85,0.1,131.36,12.53
100015,1,2315,Global Group 02315,2023-01-01,2023-01,Italy,Florence,horeca,219,Natural Butter 219,2,Dairy,6,25.42,0.05,144.89,23.06
100015,2,2315,Global Group 02315,2023-01-01,2023-01,Italy,Florence,horeca,143,Fresh Espresso 143,13,Coffee & Tea,10,30.42,0.1,273.78,23.06
100016,1,136,Baltic Kitchen 00136,2023-01-01,2023-01,Sweden,Uppsala,online,17,Natural Yogurt 017,2,Dairy,1,11.58,0.03,11.23,5.18
100016,2,136,Baltic Kitchen 00136,2023-01-01,2023-01,Sweden,Uppsala,online,171,Fresh Croissant 171,5,Bakery,1,25.75,0.0,25.75,5.18
100016,3,136,Baltic Kitchen 00136,2023-01-01,2023-01,Sweden,Uppsala,online,36,Traditional Shrimp 036,3,Seafood,3,115.5,0.05,329.18,5.18
100016,4,136,Baltic Kitchen 00136,2023-01-01,2023-01,Sweden,Uppsala,online,70,Premium Chocolate 070,6,Confections,2,17.81,0.05,33.84,5.18
100017,1,2894,Euro Supplies 02894,2023-01-01,2023-01,Poland,Poznan,distributor,28,Golden Soap 028,12,Household,1,9.3,0.0,9.3,17.39
100017,2,2894,Euro Supplies 02894,2023-01-01,2023-01,Poland,Poznan,distributor,93,Craft Milk 093,2,Dairy,8,16.92,0.05,128.59,17.39
100017,3,2894,Euro Supplies 02894,2023-01-01,2023-01,Poland,Poznan,distributor,200,Imported Juice 200,1,Beverages,2,3.71,0.0,7.42,17.39
100018,1,2823,Alfa Wholesale 02823,2023-01-01,2023-01,Netherlands,Rotterdam,distributor,132,Salted Cookie 132,6,Confections,9,41.45,0.05,354.4,30.58
100018,2,2823,Alfa Wholesale 02823,2023-01-01,2023-01,Netherlands,Rotterdam,distributor,191,Imported Yogurt 191,2,Dairy,8,29.21,0.0,233.68,30.58
100018,3,2823,Alfa Wholesale 02823,2023-01-01,2023-01,Netherlands,Rotterdam,distributor,157,Family Salmon 157,3,Seafood,3,94.08,0.05,268.13,30.58
100018,4,2823,Alfa Wholesale 02823,2023-01-01,2023-01,Netherlands,Rotterdam,distributor,15,Premium Paprika 015,9,Spices,3,19.15,0.0,57.45,30.58
100018,5,2823,Alfa Wholesale 02823,2023-01-01,2023-01,Netherlands,Rotterdam,distributor,202,Dried Bun 202,5,Bakery,1,25.61,0.05,24.33,30.58
100019,1,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,82,Salted Onion 082,7,Produce,3,12.1,0.05,34.48,18.19
100019,2,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,26,Imported Vegetables 026,10,Frozen Foods,9,10.43,0.1,84.48,18.19
100019,3,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,219,Natural Butter 219,2,Dairy,11,23.55,0.1,233.14,18.19
100019,4,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,18,Fresh Black Tea 018,13,Coffee & Tea,4,56.78,0.0,227.12,18.19
100019,5,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,142,Sweet Rice 142,8,Grains,1,11.57,0.15,9.83,18.19
100019,6,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,110,Smoked Caramel 110,6,Confections,5,5.56,0.1,25.02,18.19
100019,7,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,28,Golden Soap 028,12,Household,6,7.65,0.0,45.9,18.19
100019,8,33,Euro Supplies 00033,2023-01-01,2023-01,Norway,Bergen,distributor,217,Traditional Flour 217,8,Grains,3,22.02,0.0,66.06,18.19
100020,1,342,Prime Gourmet 00342,2023-01-01,2023-01,Sweden,Uppsala,horeca,130,Sweet Bags 130,12,Household,6,4.65,0.0,27.9,12.19
100020,2,342,Prime Gourmet 00342,2023-01-01,2023-01,Sweden,Uppsala,horeca,215,Premium Tomato 215,7,Produce,1,9.06,0.03,8.79,12.19
100020,3,342,Prime Gourmet 00342,2023-01-01,2023-01,Sweden,Uppsala,horeca,117,Natural Herring 117,3,Seafood,2,46.78,0.1,84.2,12.19
100020,4,342,Prime Gourmet 00342,2023-01-01,2023-01,Sweden,Uppsala,horeca,124,Sweet Ketchup 124,14,Condiments,3,33.53,0.2,80.47,12.19
100021,1,2675,West Stores 02675,2023-01-02,2023-01,Czech Republic,Prague,horeca,36,Traditional Shrimp 036,3,Seafood,1,111.19,0.05,105.63,13.79
100022,1,13,Fresh Foods 00013,2023-01-02,2023-01,Italy,Rome,retail,40,Premium Carrot 040,7,Produce,4,15.88,0.05,60.34,19.85
100022,2,13,Fresh Foods 00013,2023-01-02,2023-01,Italy,Rome,retail,46,Organic Napkins 046,12,Household,4,17.0,0.0,68.0,19.85
100022,3,13,Fresh Foods 00013,2023-01-02,2023-01,Italy,Rome,retail,211,Premium Carrot 211,7,Produce,2,11.54,0.0,23.08,19.85
100022,4,13,Fresh Foods 00013,2023-01-02,2023-01,Italy,Rome,retail,49,Dried Pasta 049,8,Grains,3,28.18,0.1,76.09,19.85
100023,1,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,113,Natural Onion 113,7,Produce,1,1.87,0.1,1.68,21.38
100023,2,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,244,Classic Apple 244,7,Produce,3,14.53,0.0,43.59,21.38
100023,3,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,189,Dried Carrot 189,7,Produce,9,21.08,0.03,184.03,21.38
100023,4,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,30,Family Herring 030,3,Seafood,3,37.98,0.03,110.52,21.38
100023,5,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,121,Golden Vinegar 121,14,Condiments,3,32.56,0.03,94.75,21.38
100023,6,1816,Beta Gourmet 01816,2023-01-02,2023-01,USA,Seattle,distributor,110,Smoked Caramel 110,6,Confections,2,6.12,0.03,11.87,21.38
100024,1,1241,West Foods 01241,2023-01-02,2023-01,Czech Republic,Pilsen,retail,172,Smoked Napkins 172,12,Household,2,28.59,0.05,54.32,36.65
100025,1,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,248,Imported Chicken 248,4,Meat,5,70.21,0.0,351.05,13.2
100025,2,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,41,Salted Vinegar 041,14,Condiments,2,16.9,0.0,33.8,13.2
100025,3,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,46,Organic Napkins 046,12,Household,5,18.27,0.0,91.35,13.2
100025,4,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,188,Craft Salad 188,15,Prepared Meals,1,59.83,0.05,56.84,13.2
100025,5,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,136,Fresh Lemonade 136,1,Beverages,9,11.86,0.0,106.74,13.2
100025,6,1044,West Trading 01044,2023-01-02,2023-01,Sweden,Uppsala,horeca,14,Craft Vegetables 014,10,Frozen Foods,3,10.41,0.0,31.23,13.2
100026,1,1783,Blue Distribution 01783,2023-01-02,2023-01,United Kingdom,Bristol,retail,67,Local Cereal 067,8,Grains,3,23.59,0.0,70.77,16.17
100027,1,2893,Amber Group 02893,2023-01-02,2023-01,USA,Denver,online,246,Family Cake 246,5,Bakery,7,8.01,0.05,53.27,4.1
100027,2,2893,Amber Group 02893,2023-01-02,2023-01,USA,Denver,online,111,Smoked Popcorn 111,11,Snacks,5,9.91,0.0,49.55,4.1
100027,3,2893,Amber Group 02893,2023-01-02,2023-01,USA,Denver,online,167,Natural Chocolate 167,6,Confections,4,10.66,0.1,38.38,4.1
100028,1,1473,Beta Market 01473,2023-01-02,2023-01,Canada,Calgary,retail,113,Natural Onion 113,7,Produce,3,1.98,0.0,5.94,17.71
100028,2,1473,Beta Market 01473,2023-01-02,2023-01,Canada,Calgary,retail,235,Classic Nuts 235,11,Snacks,6,5.09,0.0,30.54,17.71
100028,3,1473,Beta Market 01473,2023-01-02,2023-01,Canada,Calgary,retail,193,Premium Cookie 193,6,Confections,3,36.71,0.1,99.12,17.71
100029,1,2694,Alfa Group 02694,2023-01-02,2023-01,United Kingdom,Manchester,online,125,Sweet Chips 125,11,Snacks,1,23.57,0.0,23.57,18.16
100029,2,2694,Alfa Group 02694,2023-01-02,2023-01,United Kingdom,Manchester,online,221,Golden Tuna 221,3,Seafood,9,121.75,0.0,1095.75,18.16
100029,3,2694,Alfa Group 02694,2023-01-02,2023-01,United Kingdom,Manchester,online,217,Traditional Flour 217,8,Grains,6,22.58,0.0,135.48,18.16
100030,1,402,Beta Distribution 00402,2023-01-02,2023-01,Poland,Warsaw,distributor,57,Craft Bags 057,12,Household,5,9.34,0.0,46.7,13.77
100030,2,402,Beta Distribution 00402,2023-01-02,2023-01,Poland,Warsaw,distributor,3,Classic Basil 003,9,Spices,2,30.73,0.0,61.46,13.77
100030,3,402,Beta Distribution 00402,2023-01-02,2023-01,Poland,Warsaw,distributor,159,Family Popcorn 159,11,Snacks,1,6.5,0.1,5.85,13.77
100030,4,402,Beta Distribution 00402,2023-01-02,2023-01,Poland,Warsaw,distributor,142,Sweet Rice 142,8,Grains,5,13.19,0.0,65.95,13.77
100031,1,2540,Euro Cafe 02540,2023-01-02,2023-01,Austria,Linz,horeca,183,Traditional Cream 183,2,Dairy,2,24.82,0.05,47.16,19.89
100031,2,2540,Euro Cafe 02540,2023-01-02,2023-01,Austria,Linz,horeca,136,Fresh Lemonade 136,1,Beverages,2,13.13,0.03,25.47,19.89
100032,1,2577,Amber Trading 02577,2023-01-02,2023-01,Poland,Krakow,wholesale,130,Sweet Bags 130,12,Household,2,4.99,0.0,9.98,12.66
100032,2,2577,Amber Trading 02577,2023-01-02,2023-01,Poland,Krakow,wholesale,58,Traditional Candy 058,6,Confections,2,21.85,0.15,37.15,12.66
100032,3,2577,Amber Trading 02577,2023-01-02,2023-01,Poland,Krakow,wholesale,232,Craft Basil 232,9,Spices,6,27.16,0.0,162.96,12.66
100033,1,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,153,Smoked Chicken 153,4,Meat,5,48.38,0.0,241.9,21.57
100033,2,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,110,Smoked Caramel 110,6,Confections,3,5.7,0.15,14.54,21.57
100033,3,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,18,Fresh Black Tea 018,13,Coffee & Tea,6,43.8,0.0,262.8,21.57
100033,4,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,191,Imported Yogurt 191,2,Dairy,6,27.82,0.0,166.92,21.57
100033,5,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,91,Craft Candy 091,6,Confections,3,43.37,0.1,117.1,21.57
100033,6,2212,Euro Market 02212,2023-01-02,2023-01,Austria,Linz,horeca,236,Craft Apple 236,7,Produce,1,10.53,0.0,10.53,21.57
100034,1,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,134,Organic Yogurt 134,2,Dairy,4,6.81,0.0,27.24,40.21
100034,2,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,145,Smoked Salad 145,15,Prepared Meals,4,17.44,0.0,69.76,40.21
100034,3,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,229,Craft Green Tea 229,13,Coffee & Tea,2,9.97,0.05,18.94,40.21
100034,4,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,207,Dried Tuna 207,3,Seafood,6,68.29,0.0,409.74,40.21
100034,5,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,150,Local Crackers 150,11,Snacks,4,4.91,0.03,19.05,40.21
100034,6,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,191,Imported Yogurt 191,2,Dairy,4,23.05,0.0,92.2,40.21
100034,7,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,153,Smoked Chicken 153,4,Meat,2,50.21,0.0,100.42,40.21
100034,8,17,Beta Trading 00017,2023-01-02,2023-01,Poland,Lodz,horeca,30,Family Herring 030,3,Seafood,3,32.38,0.1,87.43,40.21
100035,1,2260,Blue Gourmet 02260,2023-01-02,2023-01,United Kingdom,Bristol,distributor,118,Fresh Candy 118,6,Confections,1,23.4,0.05,22.23,25.57
100035,2,2260,Blue Gourmet 02260,2023-01-02,2023-01,United Kingdom,Bristol,distributor,123,Imported Ketchup 123,14,Condiments,4,21.15,0.0,84.6,25.57
100036,1,1724,Royal Trading 01724,2023-01-02,2023-01,Canada,Montreal,wholesale,178,Salted Tuna 178,3,Seafood,6,107.05,0.0,642.3,23.03
100036,2,1724,Royal Trading 01724,2023-01-02,2023-01,Canada,Montreal,wholesale,136,Fresh Lemonade 136,1,Beverages,3,14.38,0.0,43.14,23.03
100036,3,1724,Royal Trading 01724,2023-01-02,2023-01,Canada,Montreal,wholesale,150,Local Crackers 150,11,Snacks,4,5.29,0.0,21.16,23.03
100036,4,1724,Royal Trading 01724,2023-01-02,2023-01,Canada,Montreal,wholesale,82,Salted Onion 082,7,Produce,3,10.98,0.03,31.95,23.03
100037,1,503,Baltic Group 00503,2023-01-02,2023-01,Spain,Seville,horeca,136,Fresh Lemonade 136,1,Beverages,1,15.57,0.1,14.01,22.18
100037,2,503,Baltic Group 00503,2023-01-02,2023-01,Spain,Seville,horeca,235,Classic Nuts 235,11,Snacks,4,5.26,0.0,21.04,22.18
100038,1,1925,Central Wholesale 01925,2023-01-02,2023-01,Norway,Oslo,retail,30,Family Herring 030,3,Seafood,13,32.23,0.05,398.04,15.37
100038,2,1925,Central Wholesale 01925,2023-01-02,2023-01,Norway,Oslo,retail,247,Local Croissant 247,5,Bakery,3,11.34,0.0,34.02,15.37
100038,3,1925,Central Wholesale 01925,2023-01-02,2023-01,Norway,Oslo,retail,32,Family Flour 032,8,Grains,3,28.94,0.1,78.14,15.37
100039,1,877,Fresh Stores 00877,2023-01-02,2023-01,Netherlands,Utrecht,retail,104,Dried Pizza 104,10,Frozen Foods,4,5.32,0.0,21.28,13.5
100039,2,877,Fresh Stores 00877,2023-01-02,2023-01,Netherlands,Utrecht,retail,17,Natural Yogurt 017,2,Dairy,2,12.92,0.0,25.84,13.5
100040,1,701,East Distribution 00701,2023-01-02,2023-01,United Kingdom,Liverpool,wholesale,36,Traditional Shrimp 036,3,Seafood,2,114.12,0.0,228.24,18.04
100040,2,701,East Distribution 00701,2023-01-02,2023-01,United Kingdom,Liverpool,wholesale,159,Family Popcorn 159,11,Snacks,5,6.19,0.05,29.4,18.04
100041,1,354,Alfa Group 00354,2023-01-03,2023-01,Germany,Frankfurt,retail,50,Traditional Juice 050,1,Beverages,4,15.58,0.0,62.32,18.09
100041,2,354,Alfa Group 00354,2023-01-03,2023-01,Germany,Frankfurt,retail,219,Natural Butter 219,2,Dairy,3,22.14,0.05,63.1,18.09
100042,1,641,Alfa Wholesale 00641,2023-01-03,2023-01,United Kingdom,Liverpool,horeca,190,Imported Potato 190,7,Produce,6,20.67,0.0,124.02,10.49
100042,2,641,Alfa Wholesale 00641,2023-01-03,2023-01,United Kingdom,Liverpool,horeca,138,Traditional Lasagna 138,15,Prepared Meals,4,28.75,0.0,115.0,10.49
100043,1,2220,Fresh Deli 02220,2023-01-03,2023-01,Spain,Seville,horeca,186,Imported Curry 186,15,Prepared Meals,2,39.57,0.0,79.14,18.62
100043,2,2220,Fresh Deli 02220,2023-01-03,2023-01,Spain,Seville,horeca,212,Traditional Pasta 212,8,Grains,4,25.38,0.0,101.52,18.62
100043,3,2220,Fresh Deli 02220,2023-01-03,2023-01,Spain,Seville,horeca,49,Dried Pasta 049,8,Grains,5,24.65,0.03,119.55,18.62
100044,1,1397,Green Distribution 01397,2023-01-03,2023-01,Germany,Hamburg,wholesale,248,Imported Chicken 248,4,Meat,2,77.52,0.0,155.04,6.92
100044,2,1397,Green Distribution 01397,2023-01-03,2023-01,Germany,Hamburg,wholesale,110,Smoked Caramel 110,6,Confections,1,6.13,0.0,6.13,6.92
100044,3,1397,Green Distribution 01397,2023-01-03,2023-01,Germany,Hamburg,wholesale,30,Family Herring 030,3,Seafood,8,32.62,0.0,260.96,6.92
100045,1,1326,Green Gourmet 01326,2023-01-03,2023-01,Poland,Krakow,wholesale,197,Premium Herring 197,3,Seafood,3,66.15,0.05,188.53,19.19
100046,1,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,137,Sweet Tea 137,1,Beverages,5,27.24,0.0,136.2,21.93
100046,2,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,235,Classic Nuts 235,11,Snacks,2,4.94,0.03,9.58,21.93
100046,3,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,211,Premium Carrot 211,7,Produce,2,9.88,0.05,18.77,21.93
100046,4,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,30,Family Herring 030,3,Seafood,4,38.55,0.03,149.57,21.93
100046,5,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,5,Natural Espresso 005,13,Coffee & Tea,5,56.94,0.0,284.7,21.93
100046,6,2913,Fresh Trading 02913,2023-01-03,2023-01,United Kingdom,Manchester,wholesale,190,Imported Potato 190,7,Produce,4,19.95,0.15,67.83,21.93
100047,1,1318,Urban Distribution 01318,2023-01-03,2023-01,USA,Boston,distributor,121,Golden Vinegar 121,14,Condiments,3,28.87,0.15,73.62,7.86
100047,2,1318,Urban Distribution 01318,2023-01-03,2023-01,USA,Boston,distributor,157,Family Salmon 157,3,Seafood,3,94.8,0.0,284.4,7.86
100047,3,1318,Urban Distribution 01318,2023-01-03,2023-01,USA,Boston,distributor,187,Natural Mayonnaise 187,14,Condiments,11,33.12,0.0,364.32,7.86
100047,4,1318,Urban Distribution 01318,2023-01-03,2023-01,USA,Boston,distributor,143,Fresh Espresso 143,13,Coffee & Tea,4,33.78,0.0,135.12,7.86
100047,5,1318,Urban Distribution 01318,2023-01-03,2023-01,USA,Boston,distributor,151,Craft Paprika 151,9,Spices,7,23.9,0.05,158.93,7.86
100048,1,387,North Gourmet 00387,2023-01-03,2023-01,France,Paris,horeca,110,Smoked Caramel 110,6,Confections,7,5.28,0.0,36.96,4.58
100048,2,387,North Gourmet 00387,2023-01-03,2023-01,France,Paris,horeca,207,Dried Tuna 207,3,Seafood,7,66.24,0.1,417.31,4.58
100048,3,387,North Gourmet 00387,2023-01-03,2023-01,France,Paris,horeca,71,Sweet Croissant 071,5,Bakery,1,2.7,0.05,2.56,4.58
100049,1,2635,Baltic Distribution 02635,2023-01-03,2023-01,Poland,Krakow,online,138,Traditional Lasagna 138,15,Prepared Meals,2,32.43,0.0,64.86,12.28
100049,2,2635,Baltic Distribution 02635,2023-01-03,2023-01,Poland,Krakow,online,191,Imported Yogurt 191,2,Dairy,3,25.64,0.0,76.92,12.28
100049,3,2635,Baltic Distribution 02635,2023-01-03,2023-01,Poland,Krakow,online,116,Salted Pepper 116,9,Spices,4,4.09,0.0,16.36,12.28
100050,1,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,101,Premium Coffee 101,1,Beverages,13,18.69,0.0,242.97,11.45
100050,2,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,157,Family Salmon 157,3,Seafood,4,89.44,0.0,357.76,11.45
100050,3,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,178,Salted Tuna 178,3,Seafood,7,102.37,0.0,716.59,11.45
100050,4,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,203,Premium Espresso 203,13,Coffee & Tea,2,20.57,0.0,41.14,11.45
100050,5,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,14,Craft Vegetables 014,10,Frozen Foods,3,11.08,0.0,33.24,11.45
100050,6,2467,Central Supplies 02467,2023-01-03,2023-01,USA,Chicago,wholesale,238,Local Carrot 238,7,Produce,7,22.15,0.0,155.05,11.45
100051,1,1694,North Supplies 01694,2023-01-03,2023-01,Poland,Krakow,horeca,121,Golden Vinegar 121,14,Condiments,7,29.69,0.03,201.6,18.27
100051,2,1694,North Supplies 01694,2023-01-03,2023-01,Poland,Krakow,horeca,48,Natural Caramel 048,6,Confections,9,8.52,0.15,65.18,18.27
100051,3,1694,North Supplies 01694,2023-01-03,2023-01,Poland,Krakow,horeca,136,Fresh Lemonade 136,1,Beverages,1,15.37,0.15,13.06,18.27
100051,4,1694,North Supplies 01694,2023-01-03,2023-01,Poland,Krakow,horeca,92,Salted Cream 092,2,Dairy,1,7.77,0.05,7.38,18.27
100052,1,1860,Global Deli 01860,2023-01-03,2023-01,Germany,Frankfurt,horeca,48,Natural Caramel 048,6,Confections,4,8.33,0.0,33.32,16.21
